,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,261,87,369,105
1,Forse,167,106,207,122
2,adesso-ecco,212,106,297,123
3,"vampel-pronto,",302,106,414,125
4,ahi,420,107,442,119
5,troppoy,449,109,500,124
6,Fu,167,125,187,138
7,a,196,129,203,138
8,servirmi,214,125,276,138
9,Oberido!-,288,122,373,139
10,"Oh,",166,142,200,158
11,cielo!,209,143,251,156
12,ella,265,141,291,155
13,"perisce,",301,139,366,158
14,ed,371,139,389,158
15,io,397,143,410,157
16,l'uccido!,420,141,490,156
17,Ah,184,158,207,173
18,si,219,161,228,173
19,corra,238,163,276,172
20,..,286,167,298,171
21,e,313,159,326,176
22,dove?,325,159,370,173
23,oh,379,161,397,174
24,pena!,406,160,448,176
25,.,455,169,465,172
26,Ah,185,178,208,190
27,si,218,178,228,190
28,salvi,240,177,274,191
29,..e,276,176,327,192
30,come,329,176,358,192
31,?,363,176,375,192
32,oh,378,178,396,191
33,dio,405,176,430,192
34,!,437,176,443,192
35,..,449,188,460,191
36,Voci,246,190,274,208
37,dalla,284,193,318,209
38,regia.,328,194,373,213
39,33,151,93,166,105
40,PRIM,770,98,870,113
41,O.,905,97,917,116
42,33,994,103,1009,115
43,2am.,658,115,695,130
44,Salva,714,117,752,131
45,sei,763,118,781,130
46,:,789,117,801,133
47,respira,802,117,852,135
48,",",859,127,863,134
49,o,891,120,900,136
50,"cara,",902,120,934,138
51,Ide.,657,135,686,147
52,Žam.,658,152,694,165
53,Vieni,715,151,755,166
54,..,768,161,781,166
55,Ah,714,135,736,154
56,più,748,136,769,154
57,regger,780,135,827,153
58,non,836,141,863,150
59,poss',873,137,907,153
60,io.,913,136,935,149
61,Ida.,657,172,685,184
62,Zam.,657,190,694,201
63,Ida.,656,207,685,219
64,Arresta,803,172,859,188
65,...,869,182,882,185
66,Andiamo,858,189,926,205
67,..,937,199,948,201
68,Oh,898,205,927,222
69,dio!,930,206,959,221
70,-,970,213,975,215
71,Tradimento!,185,210,282,228
72,..,295,222,307,225
73,Ah!,277,229,308,243
74,non,319,235,345,243
75,poss',357,230,391,246
76,io,400,229,413,243
77,Più,184,247,211,261
78,frenarmi,221,246,284,262
79,al,294,248,306,260
80,suo,316,251,341,261
81,periglio.,351,246,420,265
82,Non,185,265,216,278
83,ascolto,226,265,276,278
84,in,289,264,307,280
85,tal,313,265,331,280
86,momento,340,268,408,279
87,Che,185,283,214,296
88,la,225,284,236,295
89,voce,246,287,279,296
90,dell',290,282,321,296
91,amor.,327,287,371,296
92,Zam.,131,231,168,242
93,Zam.,657,243,696,256
94,Idol,713,241,743,256
95,"mio,",754,242,790,260
96,ti,800,243,809,256
97,regga,820,246,860,261
98,"amore,",870,246,924,259
99,Ei,728,260,744,273
100,ei,756,258,771,277
101,guida,777,258,817,278
102,a,826,259,838,278
103,respirar.,843,259,918,279
104,Manca,713,278,763,291
105,il,774,276,784,291
106,"pie,",795,279,824,296
107,langue,835,277,884,295
108,il,893,279,903,296
109,"vigore,",914,278,969,296
110,"Deh,",726,296,764,311
111,mi,772,295,792,313
112,lascia,801,294,846,313
113,qui,850,294,874,312
114,spirar.,883,294,936,312
115,(mancando.,946,294,1025,310
116,Ida.,657,278,685,290
117,(sale,372,302,411,317
118,alla,420,301,445,315
119,reggia.,454,302,500,318
120,Vece,248,320,278,333
121,come,286,323,317,332
122,"sopra,",327,323,370,337
123,Ah!,182,336,213,350
124,-,224,344,229,347
125,soccorso!,238,338,308,351
126,tradimento!,338,334,430,352
127,Chí,183,355,209,368
128,ci,225,354,237,370
129,aita,243,356,269,368
130,in,280,356,293,368
131,tanto,303,359,339,368
132,orror!,351,357,399,368
133,Emi.,130,371,162,384
134,"Ah,",181,373,214,387
135,qual,223,373,254,388
136,barbaro,264,373,319,386
137,momento,329,372,399,389
138,!,401,372,411,389
139,Ciel,183,389,214,402
140,!,222,388,229,402
141,la,237,390,249,403
142,salva,258,391,295,403
143,in,304,389,323,404
144,tanto,328,393,365,403
145,orror!,374,392,421,403
146,-,430,397,437,399
147,SCENA,714,330,814,344
148,ULTIMA.,833,329,972,346
149,Scende,655,366,701,378
150,dalla,715,365,751,378
151,reggia,765,365,807,381
152,il,820,364,829,377
153,"Coro,",841,365,879,380
154,poi,891,365,911,380
155,Gusmano,923,363,992,378
156,com,1005,367,1026,376
157,"Montezo,",674,383,751,398
158,indi,763,383,791,395
159,"Alvarez,",802,382,871,399
160,poi,879,381,899,399
161,Emira,910,382,955,396
162,dal,965,382,986,395
163,ca-,996,386,1027,394
164,"pe,",670,406,711,415
165,e,713,401,724,417
166,detti.,721,401,764,413
167,SCENA,208,423,338,438
168,XVI.,384,425,424,437
169,Coro,769,438,799,450
170,dalla,808,437,843,449
171,reggia.,852,437,900,452
172,"Gusmano,",128,460,208,477
173,Gaar,217,458,253,477
174,"die,",255,458,288,476
175,e,293,465,299,473
176,indi,308,460,338,473
177,"Zamoro,",346,460,412,476
178,e,420,463,427,473
179,Idalide.,437,457,498,474
180,A.,709,453,760,493
181,"h,",743,470,761,485
182,del,770,470,793,483
183,foco,803,471,833,484
184,tutto,844,474,879,483
185,è,889,470,896,483
186,preda,907,470,948,487
187,.,959,480,969,483
188,Zam.,658,488,694,502
189,Ciel!,708,485,752,501
190,chi,758,485,784,501
191,viene,795,489,836,501
192,?,841,488,846,500
193,(,961,485,974,508
194,agitato.,971,488,1025,510
195,Oh,797,503,824,522
196,figlia,829,506,865,523
197,mia!..,875,507,927,519
198,(scendendo.,937,503,1024,523
199,Gus.,128,511,163,527
200,Mon.,654,508,688,520
201,GwI.,654,524,684,539
202,ual,209,511,240,529
203,s',251,513,260,525
204,affaccia,268,513,323,527
205,a,338,512,352,530
206,sguardi,349,515,403,530
