,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,281,102,388,121
1,Alme,203,122,244,136
2,ree!,255,120,285,134
3,scoperti,296,119,353,138
4,siete:,363,120,405,138
5,E',221,140,236,153
6,Zamor,246,139,294,152
7,quel,304,137,335,156
8,traditore:,346,139,418,156
9,Mel,221,157,251,170
10,diceva,261,154,312,171
11,il,318,158,328,171
12,mio,338,157,365,169
13,furore,376,156,422,170
14,L'odio,221,170,273,190
15,mio,283,175,310,188
16,lo,319,172,333,188
17,punirà.,341,173,398,193
18,Zam.,152,194,189,206
19,"Si,",207,193,227,208
20,"tiran,",236,193,276,209
21,Zamoró,286,191,346,206
22,io,354,193,366,205
23,sono,375,195,408,205
24,:,413,197,418,205
25,Le,223,208,253,224
26,tue,253,215,275,224
27,furie,284,211,319,225
28,non,329,215,355,223
29,pavento,366,212,425,227
30,M'è,222,227,259,242
31,la,270,229,282,241
32,vita,292,228,320,241
33,di,332,228,344,241
34,"tormento,",355,231,431,244
35,Morte,224,246,270,259
36,orror,278,250,316,259
37,per,327,250,350,262
38,me,360,249,381,258
39,non,391,249,417,258
40,ha.,428,245,451,257
41,Ida.,152,263,181,276
42,Ma,203,264,228,277
43,quzl,238,264,268,280
44,cor,279,267,302,276
45,mai,312,262,338,276
46,serbi,348,263,382,276
47,in,393,264,407,276
48,petto?,417,262,461,279
49,(a,470,261,486,278
50,Gus,494,261,522,278
51,Qual,223,279,258,296
52,vendetta,268,281,332,294
53,orenda,342,280,391,293
54,è,400,280,407,298
55,questa,417,279,462,298
56,?,467,279,478,298
57,Non,224,299,256,313
58,ti,268,300,277,312
59,"parla,",288,300,332,315
60,non,342,303,367,311
61,si,377,299,388,311
62,desta,398,297,435,312
63,Mai,224,316,254,330
64,nel,264,316,288,332
65,seno,296,321,328,331
66,tuo,338,320,362,331
67,pietà,371,317,407,333
68,?,413,317,418,329
69,30,166,107,183,120
70,Gun,149,123,179,137
71,SE,764,104,807,123
72,CONDO.,815,104,924,124
73,Gut.,662,145,693,158
74,Plomba,715,144,770,158
75,",",777,152,781,160
76,vendetta,790,142,856,159
77,"orribile,",864,142,925,161
78,A,734,162,747,180
79,sterminar,758,164,828,177
80,que',838,165,869,180
81,perfidi.,879,162,935,180
82,Che,732,180,761,197
83,smania,770,182,822,195
84,atroce,832,179,883,195
85,e,887,185,894,194
86,barbara,904,180,957,194
87,"Penare,",733,197,795,215
88,oh,806,200,823,212
89,"dio,",833,199,867,214
90,mi,876,200,894,211
91,fa.,906,198,927,211
92,Ida.,663,216,690,227
93,e,701,219,707,228
94,"Piomba,",717,216,782,233
95,celeste,791,214,842,232
96,"folgore,",852,215,919,234
97,A,746,233,758,251
98,incenerir,759,235,826,247
99,quel,836,235,867,250
100,perfido.,873,231,935,249
101,Oh,733,252,756,265
102,"dio,",767,253,799,266
103,lasciarti,810,249,871,266
104,e,877,249,888,266
105,vivere,898,252,945,264
106,Qnest',730,269,780,284
107,anima,784,270,828,283
108,non,838,273,869,283
109,sà.,876,270,896,283
110,(,718,287,729,305
111,Zam.,731,287,757,305
112,e,770,291,777,304
113,lda.,787,287,814,300
114,vengono,824,288,879,304
115,separatamente,892,286,991,303
116,con-,1005,288,1031,296
117,dotti,738,304,772,318
118,altrove,784,306,833,318
119,Gus.,873,303,900,319
120,entra,905,302,945,315
121,sella,961,301,995,314
122,swa,1010,305,1030,313
123,Zam.,662,232,703,249
124,senda.,740,322,785,337
125,Gus.,154,334,184,346
126,"Guardie,",207,334,278,352
127,olà!,287,336,317,349
128,Ida.,155,350,184,368
129,Gur.,155,369,193,387
130,Preghi,207,370,258,387
131,invan,269,371,310,383
132,l'audace,320,369,381,383
133,mora.,391,369,437,383
134,Ida.,154,388,183,399
135,Signor,320,352,373,372
136,sospendi:,383,352,454,369
137,S,742,355,781,368
138,CENA,800,355,874,369
139,XIII.,912,353,950,367
140,E,219,387,230,404
