,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,SECON,785,100,879,117
1,0.,920,99,942,118
2,Idalide!,886,121,946,135
3,...,957,130,970,134
4,ATTO,287,97,398,113
5,45,1008,110,1023,120
6,A,389,114,398,129
7,mio,400,115,427,129
8,"rossore,",436,117,495,131
9,Sur.,672,114,704,134
10,(avanzandosi),716,116,814,137
11,da.,671,135,699,147
12,Crudel!,709,134,767,151
13,Vieni,781,134,821,153
14,ru,832,143,847,154
15,forse,857,139,892,153
16,Mon.,160,119,194,131
17,Figlia,191,130,238,150
18,"incauta,",249,134,312,150
19,t'intendo;,322,133,402,149
20,ma,411,138,432,147
21,deponi,442,130,492,150
22,Ogni,194,152,231,169
23,speranza,242,155,306,169
24,omai.,316,152,360,165
25,"Ida,",164,169,202,187
26,Alla,199,168,230,185
27,felicità,240,168,292,182
28,già,298,169,322,186
29,rinunziai.,332,169,408,182
30,Mon.Gusmano!..,160,189,287,202
31,Ida.,159,209,187,220
32,Men.,160,227,195,239
33,A,199,224,209,237
34,lui,217,223,242,241
35,più,250,225,273,241
36,non,283,229,310,237
37,pensar.,320,227,373,241
38,Ida.(,160,243,194,259
39,vivemente),199,240,284,257
40,Mon.E,160,257,211,273
41,deciso.,221,260,275,272
42,Ida.(,159,280,194,293
43,6.s.),200,278,231,294
44,Mon.,160,297,194,309
45,Non,196,312,227,326
46,ricercarlo,239,312,312,326
47,...,318,321,329,325
48,"(volgendosi,",837,158,930,174
49,com,956,162,977,169
50,impete.,986,157,1039,172
51,Ad,707,170,729,183
52,insultare,740,170,805,187
53,al,820,170,836,188
54,mio,841,171,866,188
55,dolor!-,877,171,950,190
56,Tiranno,950,175,1012,189
57,Tu,705,188,729,206
58,l'uccidesti,739,188,830,208
59,",",832,190,837,208
60,tu,839,196,853,205
61,-,865,190,875,208
62,già,878,194,898,209
63,esulti,905,193,945,208
64,io,979,192,996,210
65,leggo,1002,193,1039,209
66,Ne,706,205,731,221
67,spietati,740,209,794,225
68,oechl,805,210,842,224
69,tuoi,854,210,882,223
70,Quella,704,224,753,241
71,gioja,763,228,799,242
72,che,808,229,833,241
73,invan,844,229,885,241
74,celar,895,229,931,241
75,mi,942,230,959,241
76,vuoi.,970,229,1011,242
77,-,1022,234,1027,237
78,Oh,705,241,734,261
79,misero,736,242,789,258
80,Zamoro!,796,245,861,260
81,io,873,246,885,260
82,doves,895,246,939,260
83,dunque,949,246,1004,264
84,"Perderti,",704,259,777,278
85,oh,787,264,805,277
86,dio!,815,263,845,278
87,per,856,267,878,282
88,"sempre,",889,267,951,285
89,E,714,278,725,296
90,perderti,727,279,785,296
91,cosi,797,279,827,297
92,?-spento,829,278,909,298
93,quel,919,280,951,298
94,dolce,962,282,1001,295
95,Che,704,296,735,312
96,t',745,297,755,309
97,accese,764,301,809,312
98,primier,820,298,877,315
99,tenero,887,303,935,313
100,"amore,",944,303,1001,315
101,Per,704,314,730,327
102,chi,741,315,764,327
103,"palpiterai,",775,314,856,333
104,povero,866,319,918,333
105,core,932,316,960,334
106,?,962,317,972,334
107,Che,719,331,750,345
108,barbaro,760,329,814,345
109,affanno!,825,331,885,346
110,Destino,738,348,796,363
111,t,805,353,809,362
112,iranno!,816,349,870,363
113,Che,738,366,769,380
114,misero,780,367,830,381
115,amore!,839,368,894,382
116,Da,739,383,760,397
117,atroce,769,388,815,399
118,dolore,824,386,871,399
119,Mi,737,401,759,415
120,sento,768,405,807,416
121,straziar.,816,403,880,419
122,Che,719,419,750,433
123,farò,760,420,790,434
124,ne,800,425,817,435
125,máli,827,423,859,435
126,miei,870,420,903,438
127,?,905,420,916,438
128,(cON,931,424,964,437
129,parsione.,973,421,1037,440
130,Chi,737,437,765,451
131,con,776,442,800,451
132,forta,804,439,838,453
133,il,850,437,866,454
134,mio,868,439,896,452
135,dolor,904,437,944,452
136,?,949,439,954,451
137,Sventurata!,736,455,825,469
138,.,831,455,838,472
139,"ohime,",858,457,910,471
140,perdei,923,456,969,472
141,La,730,472,755,490
142,speranza,765,478,829,489
143,del,840,474,861,487
144,mio,872,475,899,487
145,cor.,910,472,939,487
146,Ma,718,490,742,503
147,tu,752,489,769,507
148,"cradel,",778,489,839,507
149,tu,843,496,858,506
150,"barbaro,",867,492,930,507
151,(indrise'e.,957,492,1035,508
152,Me,736,508,761,526
153,lo,772,508,785,526
154,svenasti,795,507,853,523
155,-,872,507,880,526
156,oh,878,510,896,523
157,dio!,906,507,938,523
158,(contro,948,507,993,526
159,Gus.,1002,509,1036,522
160,Rendimi,735,525,800,542
161,I',810,529,819,541
162,idol,826,527,853,542
163,mio,864,529,891,543
164,Pietà,737,543,778,557
165,del,788,544,809,558
166,mio,820,546,848,559
167,dolor.,856,542,900,559
168,(a,909,546,923,560
169,Mon.,928,545,967,559
170,rd,977,545,993,558
171,Emi.,1000,544,1034,557
172,Fra,715,560,749,577
173,tante,752,564,790,576
174,vicende,801,562,859,577
175,Di,735,579,754,593
176,sorte,764,584,800,594
177,d',811,581,823,593
178,"amore,",829,585,883,596
179,Si,733,596,759,613
180,perde,758,597,800,615
181,il,810,600,820,612
182,mlo,830,598,864,616
183,"core,",867,602,906,615
184,Costanza,734,613,801,630
185,non,812,620,837,631
186,ha.,849,618,873,631
187,Padre,716,632,760,646
188,...,765,642,780,647
189,(oh,785,633,812,647
190,dio!),823,635,862,649
191,che,868,635,895,648
192,atroce,905,638,950,647
193,stato!..,961,633,1007,646
194,Ah,734,651,758,668
195,spietato..,768,652,840,668
196,va...,850,649,879,665
197,t'invols,890,652,946,665
198,Non,734,667,765,681
199,v',776,666,788,681
200,è,796,669,804,682
201,più,815,671,837,684
202,chi,848,670,870,683
203,mi,881,671,898,683
204,"consola,",908,670,971,683
205,"No,",733,686,764,702
206,per,774,691,797,703
207,me,807,686,829,700
208,non,839,691,865,702
209,v'è,876,688,900,701
210,pietà.,912,688,955,704
211,Avrà,261,206,299,220
212,la,309,207,321,219
213,destra,326,205,371,218
214,mia.,377,204,411,217
215,-,420,211,429,214
216,EZamoro,435,201,511,218
217,?..,513,201,535,218
218,Il,350,239,376,255
219,suo,377,244,401,253
220,destino,410,239,464,253
221,?.,470,239,488,252
222,E,277,276,288,294
223,qual,287,277,319,293
224,è,329,275,336,289
225,2.,343,276,360,288
226,D,367,275,386,288
227,.,392,285,404,288
228,(Si,405,289,439,308
229,deluda.),441,292,507,308
230,(affettendo,358,329,434,348
231,compassione.,442,329,532,347
232,(,917,333,926,349
233,con,928,333,946,349
234,desolazione.,952,333,1039,346
235,Ida.,160,349,188,363
236,Tu,293,348,317,362
237,gelar,327,348,364,364
238,mi,374,347,392,360
239,fai,403,347,421,360
240,...,426,355,440,359
241,(son,435,366,467,379
242,affanno.,475,363,532,380
243,Mon.,161,382,199,400
244,Ah!.,202,381,244,400
245,compiangilo.,246,383,346,398
246,Sappi..,354,382,406,398
247,il,412,382,421,394
248,cor,426,385,448,395
249,ne,454,386,469,394
250,freme...,477,379,532,393
251,(come,436,398,475,414
252,sepra.,486,400,529,417
253,Darti,196,418,239,432
254,vorrei,248,418,292,431
255,conforto,302,417,367,431
256,..,373,425,385,430
257,Ma...,196,438,236,449
258,Oh,193,455,217,469
259,Dio!..,223,454,269,468
260,non,274,457,301,468
261,"proseguir,",306,455,384,470
262,t'intendo...,388,452,467,465
263,è,472,451,479,464
264,morto!,486,451,533,465
265,(ron,449,470,480,486
266,grido.,489,468,534,486
267,SCENA,244,505,376,520
268,VIII.,421,504,459,521
269,Gusmano,226,542,296,556
270,dalla,305,542,340,555
271,"senda,",350,542,397,555
272,e,407,546,412,554
273,deti.,422,541,463,553
274,Gur.,152,586,204,615
275,Quali,211,586,264,615
276,grida?,271,595,320,612
277,che,330,595,355,608
278,fu?,361,586,394,615
279,Morto,386,611,434,625
280,Zamoro!,444,611,508,624
281,(cen,360,632,390,645
282,forza,398,630,437,646
283,esclamando.,446,628,533,640
284,Ida.,161,616,189,628
285,Gus.,160,647,195,664
286,"(Ah,",197,646,243,664
287,che,246,648,272,662
