,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,AT,294,90,352,108
1,TO,371,90,403,109
2,SECONDO.,766,94,922,112
3,4,1000,100,1014,110
4,A,714,108,725,126
5,diffender,727,108,788,128
6,la,798,113,809,126
7,"bella,",820,113,861,130
8,Il,692,130,719,148
9,suo,718,136,743,144
10,regno,754,134,796,147
11,a,805,135,812,145
12,salvar?,822,128,877,145
13,perchè,892,130,941,146
14,s'asconde?,951,128,1032,144
15,Zam.Ei,660,149,715,162
16,s'asconde,723,146,794,165
17,?...,796,146,822,165
18,(che,828,146,864,166
19,pena!),870,146,917,166
20,egli,928,149,955,166
21,è,968,148,975,160
22,vicino,986,149,1031,162
23,SCENA,256,128,387,141
24,IV.,425,126,449,140
25,Gusmano,299,163,368,176
26,solo.,379,163,409,175
27,(con,774,168,804,183
28,"impeto,",810,166,875,185
29,e,877,166,885,185
30,sempre,890,165,941,184
31,frenandesi.,946,165,1035,184
32,Più,696,184,720,197
33,che,731,184,756,199
34,non,767,189,792,199
35,"credi,",802,184,851,201
36,non,861,184,887,200
37,ti,897,187,906,199
38,"teme,",917,184,963,201
39,ed,973,185,989,199
40,io...,1000,185,1031,197
41,"Trema,",695,202,755,219
42,Gusman...,763,203,841,218
43,Gus.,660,221,690,233
44,me,235,223,262,233
45,l'Indian,267,217,324,231
46,che,329,218,354,231
47,in,359,218,372,230
48,quella,380,214,428,233
49,tenda,430,214,466,232
50,è,478,214,488,232
51,chiuso,490,213,536,231
52,(,386,233,397,252
53,due,399,233,418,252
54,guardie,424,233,478,252
55,partono-,480,233,544,252
56,(Qual,797,222,843,237
57,fiero,854,222,887,234
58,dubbio,896,222,946,235
59,è,954,221,962,234
60,il,973,222,982,235
61,mio,992,222,1019,236
62,?,1026,222,1031,234
63,No:,202,256,233,269
64,semplice,243,254,309,270
65,guerriero,319,254,388,269
66,Colui,201,273,242,285
67,non,254,270,280,285
68,è,290,272,297,285
69,:,304,275,307,284
70,laltero,318,269,375,285
71,Contegno,201,291,273,304
72,"suo,",283,294,315,304
73,"l'ardir,",325,288,384,306
74,quella,394,288,439,305
75,fierezza,450,288,507,301
76,Che,201,310,231,322
77,si,241,305,254,321
78,dagli,263,308,299,324
79,altri,310,308,340,320
80,lo,352,308,365,320
81,"distingue,",375,305,450,323
82,in,459,307,472,319
83,petto,483,310,520,324
84,Accresce,203,328,271,340
85,il,281,324,292,339
86,mio,302,326,330,339
87,sospetto;,340,329,408,341
88,"si,",417,325,439,340
89,conviene,451,324,515,341
90,"L'opre,",201,345,262,362
91,i,272,345,274,357
92,disegni,285,343,337,362
93,suoi,349,341,378,357
94,Scoprire,201,362,263,379
95,prevenir.,274,360,357,377
96,Quei,693,238,729,258
97,"sguardi,",733,240,797,258
98,quell'ardir..)e,807,238,922,257
99,al,927,240,939,252
100,tuo,944,243,967,252
101,sovrano,971,244,1031,253
102,Parli,694,254,730,272
103,cosi,741,255,769,272
104,?,776,258,780,270
105,"Zem,",658,273,693,289
106,E',691,290,718,307
107,dell'Indie,717,291,793,308
108,il,804,293,814,306
109,sovran.,824,296,884,308
110,Gur.,658,310,688,323
111,Ora,692,327,721,340
112,conquista,731,329,802,344
113,mia:,811,329,846,340
114,pur,858,332,882,344
115,generoso,890,327,957,345
116,Gli,692,343,721,361
117,offro,726,343,762,361
118,de',771,343,794,361
119,patti,795,346,827,361
120,ancor:,833,343,882,358
121,fa,891,343,906,358
122,ch,911,346,933,358
123,ei,938,345,950,358
124,ti,961,345,971,358
125,"accetti,",977,347,1031,360
126,E,703,363,711,380
127,da,713,363,729,375
128,me,740,368,761,375
129,turto,771,368,806,375
130,spera.-,817,368,881,379
131,Olsre,891,364,931,376
132,le,941,363,960,380
133,sponde,966,364,1016,379
134,Che,691,380,721,394
135,il,732,381,741,394
