,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,273,90,381,105
1,POR,769,85,815,105
2,I,827,86,842,105
3,MO.,854,86,912,106
4,Spirar,176,110,222,125
5,vud,231,109,273,123
6,a,275,106,280,125
7,piè,282,106,317,125
8,di,316,108,329,124
9,quesa,340,113,385,125
10,tomba;,396,110,446,124
11,è,456,109,463,122
12,tale,479,110,505,123
13,li,176,125,191,142
14,mio,198,128,226,141
15,destino,234,125,288,140
16,il,298,126,308,138
17,mio,318,125,347,139
18,dover.,354,125,407,142
19,Tu,429,125,446,143
20,sai,451,125,468,143
21,Quant'io,176,146,244,160
22,l'amavo.,255,143,325,160
23,Emi.,141,165,173,179
24,Ida.,141,182,171,195
25,L'india,179,196,236,212
26,lo,242,197,255,209
27,"scorda,",261,195,312,213
28,ed,317,196,333,209
29,io,339,198,352,210
30,mi,357,196,375,209
31,struggo,380,198,432,216
32,in,437,198,451,211
33,pianto.,457,198,510,216
34,Misera,176,216,227,228
35,angusta,238,219,296,232
36,tomba,303,216,346,227
37,io,357,219,371,232
38,"sola,",378,215,406,227
39,lo,416,214,441,232
40,sola,451,214,478,229
41,Co,177,233,202,245
42,miei,208,233,240,246
43,sudori,252,230,297,245
44,gli,308,233,325,247
45,innalzai,337,231,412,246
46,-,414,231,420,248
47,Già,422,232,450,249
48,spenta,455,232,501,249
49,Per,178,251,204,264
50,i,215,252,218,263
51,figli,229,251,256,266
52,del,268,249,288,262
53,Sole,299,248,330,262
54,in,341,250,354,262
55,ogni,365,251,395,265
56,core,405,253,437,262
57,Coll',184,266,218,283
58,amore,220,266,263,283
59,e,271,271,278,279
60,la,289,266,308,283
61,fe,311,267,323,279
62,tace,332,271,361,280
63,"l'oRore,",371,268,434,282
64,Emi.,141,282,181,301
65,L'India,183,282,241,301
66,cader,248,285,289,298
67,dovea;,297,284,348,301
68,Oggi,177,305,212,321
69,"risorge,",223,303,284,320
70,e,302,302,312,320
71,la,310,304,322,317
72,tua,329,306,355,316
73,destra...,364,302,426,317
74,1da.,144,319,174,337
75,(,176,320,184,338
76,vrvamente),183,319,270,337
77,Per,176,340,202,353
78,"pietà,",212,339,256,357
79,taci.,265,339,298,357
80,Oggi,325,338,359,356
81,si,369,339,380,357
82,compie,389,338,440,358
83,appunto,449,339,510,358
84,UR,178,356,207,373
85,"lustro,",209,356,261,373
86,io,266,358,278,369
87,ben,288,357,313,370
88,me,317,355,342,372
89,lo,344,355,360,372
90,"ricordo,",365,355,425,372
91,ahi,437,354,462,372
92,lassa,464,354,498,371
93,!,506,354,513,371
94,Da,176,372,205,389
95,che,206,375,231,388
96,Zamoro,242,373,299,389
97,più,308,374,331,391
98,non,342,378,367,388
99,è,377,375,384,388
100,.,389,383,393,387
101,Mio,414,374,439,392
102,sposo,444,379,483,392
103,Esser,175,393,214,405
104,dovea,225,392,266,404
105,in,277,393,292,408
106,tal,300,390,317,403
107,di.,328,392,349,404
108,Questi,360,392,407,407
109,tremendi,420,390,486,405
110,Conquistator,175,409,276,425
111,dell',286,408,320,422
112,India,326,405,370,422
113,Lo,175,428,202,445
114,temean,205,431,256,442
115,troppo;,265,430,322,443
116,essi,332,426,357,440
117,me,368,430,390,439
118,l'han,400,426,436,438
119,rapito,447,425,490,443
120,..,495,425,511,442
121,Det,693,104,719,119
122,sno,730,111,753,119
123,"conquistator,",763,107,860,124
124,Gusman,870,108,928,121
125,"t'adora,",941,106,1002,123
126,La,693,125,712,138
127,tua,721,129,743,137
128,destra,752,123,795,140
129,mi,812,124,831,141
130,"chiese,",834,127,891,141
131,io,900,128,913,139
132,l'accordai,922,126,997,138
133,:,1005,130,1008,137
134,Di,693,142,714,155
135,pace,726,146,757,158
136,all',765,141,795,159
137,"India,",797,141,845,160
138,và,854,145,868,157
139,a,879,149,885,157
140,regnare,895,148,951,160
141,omai.,960,144,1003,155
142,ida.,662,157,692,176
143,(Di,694,158,727,177
144,piuttosto,732,158,806,178
145,a,808,160,819,178
146,morir.),824,160,885,180
147,Gus.,657,179,687,191
148,Idalide,694,194,745,209
149,"diletta,",754,194,811,211
150,Io,692,211,716,227
151,t'offro,718,211,767,229
152,un,776,217,793,226
153,core,801,216,838,227
154,che,843,214,869,227
155,serbai,878,214,920,228
156,costante,929,217,990,230
157,Avido,687,230,739,247
158,sol,749,232,767,243
159,di,778,231,791,243
160,"gloria,",802,231,855,249
161,e,862,237,870,245
162,che,879,232,904,245
163,d'amore,914,232,977,247
164,Sdegno,686,246,745,265
165,i,755,246,763,265
166,lacci,769,246,807,261
167,finor.,814,246,854,262
168,L',861,246,883,265
169,India,885,246,923,265
170,io,931,250,944,262
171,"domal,",954,250,1007,265
172,Ta,688,263,717,280
173,vincesti,731,263,789,282
174,Gusman;,791,264,870,283
175,egli,873,269,900,283
176,a,917,266,930,283
177,te,932,267,948,284
178,"cede,",950,266,992,282
179,E,701,283,713,301
180,amore,711,287,756,296
181,per,767,288,790,301
182,amor,799,288,836,297
183,brams,844,283,889,299
184,in,898,286,912,299
185,mercede.,921,286,993,299
186,Ida.,659,299,691,316
187,Amore!,696,299,754,318
