,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,685,128,813,157
1,PRIMO.,838,127,1006,155
2,THOTTA,176,152,272,170
3,5182OMVCCT,483,167,349,145
4,SCENA,731,176,826,196
5,PRIMA.,847,179,956,194
6,Deliziose,663,213,733,232
7,"Montagae,",738,213,827,232
8,a,829,213,841,232
9,cui,843,215,864,228
10,piedi,872,214,909,232
11,amena,915,218,961,229
12,pianura.,968,215,1030,232
13,Qualche,741,230,807,249
14,Capanna,818,232,882,251
15,sparsa,895,233,937,253
16,Il,133,266,162,285
17,Vestiario,162,266,230,280
18,del,241,266,262,281
19,tatto,270,269,307,283
20,nuovo,311,268,362,280
21,del,372,264,394,278
22,Sig.,405,264,432,282
23,Giovanni,440,263,508,281
24,Cazzols.,176,283,245,300
25,Indiani,678,268,731,283
26,in,744,269,756,283
27,varj,765,270,798,285
28,gruppi,805,267,849,285
29,che,862,269,884,283
30,adorano,898,269,951,282
31,il,961,267,970,281
32,Sole.,980,267,1013,281
33,Mentezo,766,286,837,301
34,2,843,288,849,300
35,con,859,292,880,301
36,"ersi,",894,288,925,300
37,"INNO,",821,324,885,336
38,Lo,142,336,162,351
39,Senario,171,335,227,349
40,sarà,233,334,264,350
41,d,273,335,285,351
42,Invenzione,293,334,374,350
43,",",380,337,396,349
44,e,402,329,413,348
45,direzione,415,329,483,348
46,del,487,328,509,345
47,Sig.,177,353,202,370
48,Niccoletto,213,351,291,366
49,Pelandi.,301,351,368,364
50,Splendi,715,350,783,374
51,ridenté,794,356,847,371
52,e,852,362,864,375
53,"vivido,",875,355,931,374
54,Lume,731,374,774,390
55,del,783,375,806,392
56,mondo,815,374,864,393
57,"intero,",874,375,929,393
58,Name,730,390,776,410
59,del,786,392,807,407
60,nostro,818,391,863,408
61,"impero,",874,392,934,412
62,Padre,733,411,777,426
63,del,787,412,810,428
64,nostro,819,416,864,425
65,Re.,875,411,903,425
66,ART,451,369,490,387
67,Mon.,662,430,696,443
68,Questa,714,430,765,447
69,innocente,773,428,847,447
70,sponda,852,429,909,447
71,Era,726,445,759,461
72,felice,769,447,810,460
73,un,821,452,837,460
74,di.,847,445,869,460
75,Tristezza,731,461,805,479
76,or,814,461,829,480
77,la,839,463,852,480
78,"circonda,",861,462,934,479
79,Felicità,733,481,790,497
80,sparl.,800,480,843,499
81,Terni,731,501,777,518
82,per,788,498,812,518
83,"te,",818,502,839,518
84,gran,849,504,882,516
85,"Nume,",892,499,946,518
86,Torni,734,517,778,531
87,"qual""",788,515,826,534
88,era,835,516,857,531
89,un,867,521,885,531
90,di.,893,516,917,530
91,INNO.,803,537,885,548
92,Per,716,552,743,567
93,te,753,556,766,567
94,sol,776,554,796,567
95,brilla,805,554,844,567
96,e,855,557,862,566
97,s',871,553,881,567
98,anima,886,552,931,570
99,1l,733,572,744,585
100,"ciel,",754,572,790,587
101,la,800,572,812,585
102,"terra,",822,574,868,586
103,e,877,575,884,584
104,"l'onda,",894,570,954,587
105,Langue,731,586,790,606
106,"infeconda,",800,586,879,606
107,ed,888,586,905,602
108,arida,915,586,953,602
109,Natura,731,605,785,622
110,senza,794,611,834,621
111,te.,844,611,866,620
112,"Tu,",730,621,774,640
113,che,776,621,804,641
114,lo,811,625,824,638
115,"pnoi,",835,625,875,641
116,consolaci,886,622,954,643
117,Nume,732,639,777,656
118,de,787,642,804,655
119,nostri,814,640,856,657
120,Re.,866,643,901,655
121,(Inso,750,659,806,675
122,viene,819,660,858,673
123,interretta,871,660,936,676
124,de,949,659,964,676
125,replicati,976,659,1033,676
126,Eplpi,769,678,799,694
127,di,809,678,823,691
128,cannoni.,832,679,890,691
129,Gli,903,677,926,691
130,Indianial-,934,675,1031,689
131,zano,769,695,800,713
132,"spaventati,",809,695,891,712
133,sorpresi.,902,699,960,712
134,i,138,610,223,625
135,s,259,606,296,623
136,a,332,603,344,621
137,hn,348,603,385,620
138,AT,474,717,507,729
