,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,AT,288,92,333,105
1,T,358,89,373,108
2,O,388,89,400,108
3,38,175,94,190,109
4,Riporta,187,107,249,126
5,i,260,110,263,123
6,sensi,273,111,308,123
7,miei.,318,111,360,123
8,La,370,111,388,125
9,data,397,110,427,124
10,fede,438,109,468,124
11,Pensi,193,126,233,141
12,a,244,133,250,140
13,serbar,260,128,304,141
14,i,313,127,326,145
15,gia,328,127,349,145
16,troppo,354,132,400,145
17,rea,411,133,432,142
18,"divenne,",442,128,512,145
19,L'error,194,147,253,160
20,cancelli,261,142,322,161
21,:,325,142,335,160
22,l'ira,337,142,373,160
23,D'ua',198,161,245,180
24,oltraggiato,247,161,325,180
25,genitor,336,164,388,181
26,paventi;,398,165,461,181
27,Serva,193,183,234,194
28,all'onor,244,179,302,195
29,;,308,186,311,197
30,ch'è,320,179,353,195
31,figlia,364,179,402,197
32,mia,408,183,436,196
33,rammenti.,447,179,526,196
34,SECONDO.,786,95,921,111
35,39,998,98,1013,111
36,SCENA,750,132,881,146
37,.,920,130,942,144
38,Tende,666,165,713,183
39,Militari.,719,164,795,183
40,Quella,794,168,845,182
41,di,855,169,869,181
42,Gusmano,875,168,944,182
43,riccamente,951,166,1031,179
44,fornita.,760,185,818,200
45,Sentinelle,827,187,903,200
46,ec.,912,190,932,198
47,(parte.,476,201,527,217
48,"Alvarez,",766,218,837,236
49,Gusmano.,859,220,936,235
50,SCENA,249,234,381,247
51,IL,419,234,435,247
52,Gus.,664,269,700,288
53,"Padre,",709,269,774,290
54,tradito,776,274,826,289
55,io,836,272,849,288
56,sonot,859,276,901,290
57,"Idalide,",701,290,765,309
58,"l'incendio,",767,289,859,309
59,quell',864,289,912,308
60,Indiano,914,289,969,308
61,.,971,289,979,308
62,"Ah,",698,311,729,326
63,quell',741,309,786,327
64,Indian,788,308,833,327
65,serpe,842,308,881,326
66,è,890,310,898,322
67,al,907,310,919,324
68,mio,931,308,966,326
69,cor;,968,312,999,324
70,Ale.,661,327,696,340
71,Che,695,345,726,358
72,quell',735,344,777,360
73,Indiano,784,343,841,356
74,mi,850,343,869,356
75,donò,879,342,914,358
76,la,925,344,937,356
77,vita.,945,344,982,355
78,lo,694,359,718,376
79,ti,720,359,736,377
80,chiedo,738,359,788,376
81,la,795,361,814,378
82,sua.,820,365,853,378
83,Gas.,662,381,692,393
84,Tu,696,397,719,411
85,mi,729,398,747,410
86,parli,759,396,792,414
87,a,803,400,810,410
88,favor?,821,397,867,410
89,ei,877,398,889,410
90,"m'odia,",901,397,959,412
91,ei,970,396,981,409
92,forse,994,396,1029,408
93,Attenta,702,415,756,433
94,a,765,415,775,433
95,giorni,783,415,826,433
96,miei.,839,416,880,432
97,Alv.,662,432,699,447
98,Troppo,695,451,753,468
99,"è,",763,450,780,467
100,"figlio,",792,450,838,467
101,quel,848,450,879,467
102,core:,891,448,930,462
103,In,696,468,720,484
104,lui,722,468,749,484
105,non,753,472,778,481
106,si,789,468,800,480
107,nasconde,811,467,877,481
108,on,888,472,904,480
109,traditore.,915,466,989,478
110,Donalo,699,485,754,498
111,a,764,490,770,498
112,preghi,778,486,828,502
113,miei,839,486,870,498
114,:,875,483,883,502
115,Vuoi,699,503,735,516
116,tu,747,507,761,517
117,il,772,502,784,516
118,mio,793,502,824,519
119,pianto,828,504,874,520
120,?,880,503,885,515
121,Emira,300,288,346,301
122,sela.,354,287,386,299
123,Rammenta,952,326,1031,339
124,h,227,341,241,354
125,qual,250,342,282,357
126,astro,292,344,328,354
127,funesto,337,340,391,354
128,Trass:,195,356,245,375
129,da,255,357,273,372
130,Europa,285,357,336,377
131,questo,347,362,395,378
132,Orribil,193,377,247,394
133,stuolo,257,377,303,394
134,di,313,374,326,394
135,guerrieri!,336,374,412,394
136,Ingordi,422,375,477,394
137,Più,195,394,221,407
138,d'oro,232,394,272,406
139,che,282,394,307,406
140,di,316,394,329,406
141,"gloria,",336,391,388,409
142,a,399,398,405,406
143,che,415,391,441,409
144,"neil'Indie,",450,391,530,409
145,Tiranni,194,410,254,426
146,"vincitori,",267,409,341,427
147,Venner,195,429,252,443
148,perfino,261,428,312,445
149,a,322,433,328,441
150,incatenarci,339,427,427,444
151,i,432,427,448,444
152,cori?,447,428,485,441
153,Ah,210,447,240,465
154,perchè,248,447,298,464
155,nel,308,448,330,460
156,mar,341,451,369,460
157,sommersi,379,447,449,460
158,Non,231,464,263,479
159,restaro,273,469,323,478
160,i,333,465,337,477
161,legai,347,465,383,479
162,infidi,394,463,433,476
163,Che,231,483,263,496
164,la,273,483,284,495
165,pace,294,487,327,499
166,a,331,482,356,499
167,questi,353,483,397,500
168,lidi,409,483,434,500
169,Venner,233,500,289,514
170,primi,294,498,340,517
171,ad,350,498,366,513
172,involar,378,500,430,513
173,?,434,500,442,512
174,Cara,214,517,250,531
175,"patria,",260,516,312,535
176,"sventurata,",321,521,407,533
177,Gemi,232,534,272,549
178,oppressa,282,537,345,552
179,"lacerata,",356,536,421,550
180,E,233,553,254,566
181,a,262,552,269,568
182,tuoi,271,552,303,567
183,figli,312,554,339,569
184,resta,350,557,383,566
185,appens,394,556,445,569
186,Libertà,233,571,287,586
187,di,297,571,310,584
188,lagrimar.,321,568,391,588
189,D'un,835,379,875,392
190,mio,885,380,912,392
191,nemico,921,379,974,392
192,No:,877,431,906,447
193,generoso,915,433,981,452
194,Gas.,661,523,690,534
195,"Ah,",828,520,860,537
196,il,870,521,879,534
197,padre,891,519,931,537
198,mio,941,520,968,533
199,tu,978,523,992,533
200,sei.,1002,520,1030,533
201,Che,696,538,727,553
202,ti,736,540,746,552
203,possio,755,538,801,556
204,hegar,809,538,854,557
205,?,856,538,867,557
206,ma..,872,538,914,557
207,Alv.,661,554,707,572
208,D'un',695,573,742,588
209,atto,748,578,775,588
210,di,785,575,799,589
211,virtù:,809,573,853,588
212,se,862,578,877,588
213,questo,886,579,935,589
214,mondo,946,572,995,587
215,"Debellasti,",695,592,782,609
216,vincesti;,792,593,859,607
217,se,868,596,882,605
218,tu,890,591,906,606
219,regni,914,592,956,610
220,A,713,610,722,627
221,gloria,724,609,761,627
222,in,772,611,785,623
223,"seno,",795,615,835,625
224,cinto,847,610,884,624
225,il,894,611,903,623
226,crin,910,608,950,625
227,d',954,610,966,623
228,"allori,",973,609,1019,622
229,Or,700,629,726,648
230,"pensa,",726,631,777,644
231,o,786,633,795,642
232,"figlio,",805,628,850,645
233,a,859,633,866,642
234,conquistar,876,629,952,645
235,de',962,627,983,640
236,cori.,993,627,1029,639
237,Non,912,556,944,570
238,pentirti,955,555,1010,574
239,(parte.,482,588,533,605
240,(parte.,979,644,1031,663
241,SCE-,475,714,515,728
242,B,830,717,863,732
243,4,865,721,872,732
244,SCE-,974,715,1013,729
