,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,P,749,76,777,96
1,RI,779,75,829,95
2,MO.,837,77,892,94
3,L'abborto,783,92,881,114
4,Zam.,651,116,687,134
5,Ma,689,116,709,134
6,in,721,118,733,130
7,quel,745,115,776,132
8,tempio,787,113,838,131
9,a,870,111,876,125
10,guell'.ara,892,110,956,127
11,ATT,241,82,342,103
12,O,352,82,372,103
13,36,151,89,172,103
14,Le,165,103,195,122
15,tue,197,107,219,117
16,pelli,230,101,265,120
17,cangiasti?,273,101,365,119
18,sei,374,103,393,118
19,tu,404,106,417,115
20,forse,428,101,463,114
21,Schiava,168,122,225,138
22,degli,228,119,270,139
23,Europei,281,118,339,139
24,?,345,122,358,139
25,Ida.,134,142,163,155
26,(cen,172,141,201,156
27,passioms),211,139,273,158
28,Caro,167,159,205,173
29,e,211,156,222,173
30,fatale,232,157,272,173
31,oggeto,276,160,335,172
32,D'allegrezza,168,173,268,191
33,e,278,178,284,186
34,di,292,173,308,187
35,"duolo,",319,172,371,189
36,io,380,172,394,188
37,sono,403,175,435,187
38,ancora,445,175,493,185
39,Idalide.,170,191,239,209
40,"ma,",245,196,279,209
41,cielo!,285,191,329,208
42,in,339,192,352,204
43,quai,361,192,393,208
44,momenti,398,192,467,205
45,Rivederti,170,206,240,223
46,m'è,247,206,281,223
47,dato!-,291,207,349,223
48,ah!,356,206,388,225
49,troppo,396,206,448,225
50,tardi,455,208,489,222
51,!,498,206,502,219
52,Zant,138,227,168,245
53,vivanente),180,227,266,245
54,"No,",273,227,304,243
55,"cara,",313,232,353,242
56,"no,",362,231,390,244
57,v'è,402,226,434,244
58,tempo,436,226,478,244
59,A,168,244,184,259
60,vendicarsi,197,243,270,260
61,ancor.,275,243,333,260
62,D',337,242,353,259
63,Indiani,360,244,413,257
64,eroi,424,245,453,257
65,Me,168,264,194,277
66,seguace,203,267,258,278
67,stuolo,268,263,314,276
68,audace,324,262,375,275
69,numeroso,385,261,459,275
70,:,468,261,473,276
71,Ne',170,281,196,296
72,vicin',206,279,252,297
73,"antri,",254,279,305,297
74,fra,308,280,328,293
75,le,338,281,352,293
76,selve,362,280,399,297
77,ascoso,408,283,461,297
78,Attende,168,298,230,312
79,i,240,300,243,311
80,cenni,254,299,293,312
81,miei.,300,299,343,312
82,-,353,304,360,308
83,Notte,369,297,412,311
84,che,422,295,450,312
85,sia,458,294,477,312
86,Vieni,169,317,210,330
87,all',222,317,244,330
88,antro,251,321,288,329
89,del,297,316,319,330
90,"Sol,",328,315,359,332
91,pronti,368,316,413,331
92,i,425,316,428,329
93,miei,440,315,472,328
94,fidi,480,314,504,327
95,Meco,168,333,220,350
96,ti,221,338,230,349
97,salveran,242,335,304,350
98,.,314,343,326,347
99,Ida.,137,350,169,371
100,(com,172,354,201,368
101,penia),210,353,252,372
102,Zam.,138,369,176,388
103,Turto.,178,369,233,388
104,Piombar,236,371,299,384
105,su,308,374,324,383
106,questi,332,370,377,387
107,"Zimoro,",309,136,375,154
108,oh,384,135,402,153
109,dio!,413,138,444,151
110,Ida.,647,134,680,151
111,lo,684,136,701,151
112,ti,711,135,721,149
113,credevo,732,133,790,148
114,estinto,798,131,849,146
115,..,861,141,873,145
116,Zam.,647,156,684,167
117,E,803,147,813,168
118,mi,819,146,835,167
119,tradivi,842,150,892,165
120,?.,898,149,912,161
121,A,851,167,864,186
122,con,865,166,890,185
123,forza,891,165,934,184
124,partione,954,163,1019,179
125,"Ah,",684,190,718,204
126,spergiura!,726,185,804,202
127,ida.,647,206,677,219
128,Ua,686,221,715,237
129,tiranno,719,224,772,237
130,dover,775,220,826,234
131,..,830,229,842,234
132,Zam.(,650,243,694,257
133,come,699,246,732,255
134,sapra),742,239,791,257
135,Era,686,261,711,272
136,la,722,260,732,271
