,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
152,..,783,354,803,373
153,Ida.,648,374,676,387
154,M'attendi.,802,372,896,385
155,"Gat,",647,392,677,404
156,Sospiri?.,700,390,773,408
157,Ida.,647,410,677,422
158,Comprendi..,779,406,884,427
159,Gur.,646,426,686,445
160,Ma,701,426,725,440
161,sposa,734,426,776,445
162,!.,778,426,802,445
163,Ida.,647,445,676,458
164,Saro.,783,443,822,457
165,a2.,803,465,832,472
166,Qual,699,478,734,494
167,dolce,744,478,783,492
168,lusinga,793,478,847,493
169,ec.,856,481,876,491
170,(come,930,478,968,496
171,ropra.,973,481,1014,499
172,(e,795,495,825,513
173,partono,820,498,870,511
174,psi,879,495,898,512
175,da,906,495,922,509
176,opposti,931,498,976,513
177,"lati,",985,496,1014,510
178,Ida.,143,502,175,519
179,Se,192,502,217,519
180,"piango,",217,503,276,518
181,se,285,505,298,515
182,adoro,309,501,350,515
183,L'estinto,210,519,281,535
184,mio,291,520,318,532
185,"sposo,",329,522,377,536
186,A,224,536,234,553
187,torto,235,540,270,550
188,geloso,280,537,325,553
189,Tormenti,211,552,286,567
190,il,296,554,305,566
191,tuo,316,558,339,567
192,cor.,349,558,379,567
193,Imita,212,572,252,586
194,Zamoro,262,571,320,585
195,E,224,588,234,604
196,merita,231,591,279,604
197,amor.,290,593,336,603
198,Lo,193,607,213,624
199,spero:,223,611,272,627
200,S,735,531,773,544
201,CEN,793,530,835,544
202,A,854,530,866,543
203,VI.,906,530,930,543
204,"Montezo,",762,565,836,582
205,Emira.,846,564,900,579
206,Gur.,139,611,168,623
207,Ida.,138,628,169,642
208,Gur.,138,643,179,659
209,La,193,643,212,658
210,destra,222,642,266,658
211,..,273,642,285,656
212,Degu,700,618,732,636
213,"la,",737,618,767,636
214,Emira,771,619,815,633
215,"amica,",825,620,878,636
216,Colle,682,634,723,653
217,nuziali,735,634,785,651
218,spoglie,797,638,850,655
219,Di,683,655,701,668
220,cui,711,656,731,668
221,le,744,655,755,668
222,fe,765,655,778,668
223,Gasman,787,653,847,668
224,dono,856,654,891,669
225,prezioso,902,655,963,671
226,Si,677,671,704,690
227,preseati,706,671,767,690
228,allo,774,673,801,691
229,sposo.,810,671,858,690
230,Oggi,868,671,906,690
231,spagnuola,914,673,986,689
232,Ella,685,688,714,703
233,rinascerà.,725,690,799,705
234,(Tiranno!),284,625,367,644
235,(Che,276,661,314,676
236,affanno!),324,659,394,676
237,Ida.,139,665,169,676
238,Gur.,143,678,176,695
239,La,192,678,211,693
240,des:ra,222,680,265,693
241,!.,272,676,288,692
242,Ida,139,698,169,716
243,"(martata,",173,697,247,716
244,e,261,697,268,715
245,con,270,697,287,715
246,pena),289,697,328,715
247,(com,428,678,458,695
248,forza.,465,677,510,696
249,L'avrai.,364,692,429,711
250,Gas.,463,713,492,726
251,Emi.,967,708,999,720
