,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,AT,262,83,324,105
1,TO,342,83,378,105
2,10,160,91,175,102
3,La,175,102,205,121
4,min,207,102,237,121
5,felicià.,239,102,300,121
6,-,308,102,318,122
7,La,328,102,347,118
8,figlia,355,102,393,122
9,tui,404,110,427,120
10,(aMon.,450,105,508,120
11,Li,179,121,206,139
12,bellissimi,208,121,282,138
13,ldalide,289,119,345,137
14,Oy,178,141,207,158
15,e,211,149,225,153
16,che,237,143,261,155
17,fa?,272,141,291,153
18,-,302,147,310,149
19,sposa,320,140,360,157
20,m',368,140,387,157
21,accetta?,389,139,456,157
22,Posso,461,139,502,153
23,Serar,180,163,227,177
24,che,235,162,260,173
25,m'amerà?,272,157,350,173
26,Men.,144,179,179,192
27,PRIMO.,785,90,926,108
28,SCENA,750,125,880,142
29,1V.,918,126,941,139
30,Ombroso,662,160,729,176
31,solitario,739,163,801,175
32,boschetto.,808,163,884,177
33,Vedesi,896,162,945,175
34,innalzata,963,162,1029,175
35,su,697,184,713,192
36,rozza,724,184,761,197
37,base,771,180,801,197
38,un'urna,810,182,866,193
39,su,877,185,893,195
40,cui,902,181,923,194
41,è,937,179,954,197
42,scolpito,956,179,1008,197
43,il,1019,180,1029,192
44,nome,699,202,737,210
45,di,745,197,760,211
46,Zamoro.,771,198,835,211
47,"Quando,",319,175,381,196
48,tu,386,181,401,190
49,il,411,178,421,191
50,voglia,431,177,475,193
51,A,198,191,206,209
52,te,208,191,218,210
53,la,226,196,238,207
54,destra,248,193,292,208
55,porgerà.,302,193,368,212
56,GuI.,146,216,176,228
57,S'appressi,352,211,428,231
58,(ad,233,230,260,244
59,un,269,233,285,242
60,uiziale,294,227,352,246
61,cbe,357,227,383,242
62,riceumto,387,227,450,245
63,l,457,227,464,245
64,ordind,470,226,515,245
65,partirà.,250,246,306,262
66,Denzelle,663,232,728,251
67,indiane,731,229,786,246
68,con,799,232,819,251
69,ghirlande,823,229,894,251
70,di,907,232,922,251
71,bianchi,935,232,983,251
72,"fori,",986,232,1029,251
73,altre,695,250,729,264
74,com,741,254,761,262
75,tasi,774,250,804,262
76,d,817,250,827,263
77,cro,835,255,855,264
78,precedone,696,268,763,285
79,Idalide,773,267,827,281
80,che,834,269,857,281
81,vend,865,266,907,284
82,cen,913,266,939,284
83,"Emira,",945,267,998,281
84,Er-,1007,269,1030,283
85,st,693,284,722,302
86,adernano,719,284,783,299
87,e,792,291,797,299
88,spargano,807,290,864,302
89,di,877,286,890,299
90,fori,898,286,927,303
91,lwrna;,936,286,990,303
92,e,1000,290,1006,299
93,vi,1015,286,1030,298
94,pasame,697,307,742,320
95,i,752,304,757,315
96,vasi,766,304,798,316
97,d'aro,804,302,841,316
98,poi,849,304,870,320
99,"profumi,",888,250,954,268
100,e,963,255,969,263
101,inceni,984,248,1030,263
102,La,181,265,200,279
103,sacra,210,264,249,282
104,"pompa,",258,263,322,281
105,Alonzo;,326,263,388,279
106,ogni,396,264,428,281
107,ritardo,438,264,489,277
108,E',180,281,204,298
109,penoso,208,287,256,298
110,al,267,282,278,294
111,mio,289,282,316,294
112,cor:,326,286,357,294
113,pochi,369,282,407,298
114,momenti,419,282,483,295
115,M'usurpa,182,299,258,317
116,ancora,269,303,317,317
117,il,327,299,337,312
118,mio,347,300,374,317
119,dover,384,299,426,312
120,poi,436,299,462,317
121,tutto,468,299,503,317
122,D',183,314,210,332
123,Idalide,212,314,260,334
124,sarò.,269,315,314,335
125,Al,147,337,182,352
126,Se,183,350,202,370
127,felice,210,353,250,369
128,ti,260,353,270,366
129,veggo.,282,356,332,371
130,Gur.(a,150,373,200,391
131,spagnuoli),206,371,277,391
132,Tu,181,388,211,406
133,poi,219,388,242,406
134,mi,251,387,271,406
135,guiderai;,280,388,353,405
136,dal,360,389,381,401
137,campo,390,387,439,405
138,all'ara,448,388,496,404
139,Beato,184,405,224,419
140,io,235,407,247,418
141,passerò.-,257,404,344,423
142,"Spagnuoli,",346,404,439,421
143,"Indiani,.",438,404,507,418
144,In,183,423,210,441
145,questo,210,426,258,441
146,lieto,268,423,318,438
147,e,320,422,330,440
148,memorando,328,421,414,439
149,giorno,423,422,471,438
150,Con,185,441,217,455
151,sacro,226,445,262,454
152,eterno,272,445,318,453
153,nodo,329,439,363,453
154,Formi,186,459,231,474
155,amistà,241,458,288,472
156,"verace,",299,461,356,473
157,amor,364,458,400,471
158,sincero,410,456,463,470
159,Una,188,474,220,491
160,sola,230,476,257,489
161,nazion,268,476,317,489
162,l',327,476,336,488
163,Indo,343,473,375,489
164,e,384,479,391,487
165,r,401,475,409,487
166,ibero.,417,475,461,488
167,"(Spagauali,",221,494,304,510
168,Indiani,310,493,362,506
169,ebbracciane.,376,492,475,505
170,Gus.,486,490,518,504
171,Contento,289,335,357,350
172,io,368,336,382,349
173,mord,392,336,428,350
174,"ida,",665,351,699,371
175,"pargete,",699,351,780,372
176,si,790,355,801,368
177,"spargete,",811,357,881,373
178,Tristi,701,370,750,385
179,figlie,756,370,793,389
180,d.1,803,370,824,385
181,"Sol,",835,370,866,388
182,lagrime,876,370,931,389
183,e,941,377,947,385
184,fiori,958,371,988,385
185,Sulla,696,390,733,404
186,tomba,744,389,787,407
187,del,797,391,819,404
188,misero.-,829,389,912,405
189,O,918,389,957,407
190,"Zamoro,",959,389,1011,407
191,Astro,697,408,740,421
192,dell',750,407,784,425
193,"India,",786,408,841,425
194,mio,846,409,873,422
195,soave,883,413,922,421
196,"amore,",933,412,986,424
197,La,696,426,715,439
198,voce,727,431,760,440
199,del,768,426,789,439
200,dolore,800,426,846,439
201,I,699,445,711,461
202,tuo,722,449,745,458
203,nome,754,449,794,457
204,"ripete,",804,445,856,458
205,e,866,448,873,456
206,"invano,",884,443,941,457
207,oh,950,442,967,455
208,dio,976,440,1000,456
209,!,1002,440,1011,456
210,Ti,699,459,722,477
211,richiama,728,460,794,474
212,dall',803,459,835,474
213,ombre,840,459,885,474
214,il,895,461,905,473
215,pianto,914,461,961,476
216,mio.,970,461,1006,473
217,"Ah,",715,478,747,495
218,tu,758,482,772,492
219,in,782,479,796,492
220,placido,807,478,860,495
221,riposo,869,478,915,494
222,Giaci,731,495,771,510
223,"almeno,",781,496,844,511
224,amato,853,499,897,511
225,sposo,906,496,943,515
226,E,743,513,753,529
227,non,753,518,780,528
228,senti,789,513,825,529
229,I,741,529,752,546
230,miei,749,531,781,546
231,"tormenti,",792,531,866,547
232,E,743,548,752,564
233,non,754,554,780,563
234,vivi,790,550,819,563
235,nell',828,550,861,563
236,orror.,867,553,914,562
237,La,715,566,735,580
238,tua,746,571,768,580
239,sposa,777,572,815,583
240,sventurata,825,570,902,582
241,Langue,733,584,789,601
242,vittima,799,585,853,599
243,d'amor.,862,584,926,598
244,Ombra,731,599,783,616
245,ammata!,794,603,844,616
246,Avversi,732,621,793,634
247,dei,806,621,826,633
248,!.,833,622,851,633
249,Compiangete,726,638,832,654
250,il,842,638,851,651
251,mio,863,639,890,651
252,"dolor,",900,638,946,650
253,Andiamo:,311,369,392,383
254,a,401,374,408,383
255,lei,418,370,436,384
256,(a,454,370,471,383
257,Mon,481,365,512,382
258,parte,256,515,293,529
259,eccempagriato,301,511,397,527
260,da,399,509,416,527
261,"Alv.,",419,510,461,525
262,eMon,469,507,514,525
263,seguito,256,527,302,544
264,da,310,528,327,541
265,iutti,337,526,367,540
266,gli,374,527,394,543
267,altri.,402,528,439,541
268,(verso,919,601,976,616
269,l'arna.,976,601,1028,613
270,Emi.,662,651,701,669
271,Idalide,703,652,752,670
272,!-,757,653,803,671
273,"Compagne,",795,653,885,673
274,Di,698,672,716,685
275,qua,727,678,752,689
276,lunge,763,673,803,691
277,si,813,674,828,687
278,tragga.,835,677,889,691
279,Ide.,664,691,691,702
280,No:,864,687,898,704
281,qui,908,691,930,707
282,voglio,941,689,990,707
283,A,827,706,871,723
284,6,870,710,876,721
285,SCE-,466,708,505,721
286,Spi-,981,706,1012,723
