,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,26,105,80,130,95
1,ATTO,204,75,291,93
2,PRIMO.,310,74,423,91
3,22,1005,65,1026,85
4,A,614,92,654,134
5,TTO,694,88,894,130
6,IL,946,77,1028,129
7,SCENA,230,121,352,139
8,X:,375,120,398,136
9,Eurifleo,250,163,332,183
10,folo.,337,161,382,185
11,SCENA,680,158,802,175
12,PRIMA.,827,156,961,175
13,Deliziofa.,774,196,870,215
14,T,144,205,202,261
15,RA,197,211,247,229
16,il,255,211,266,228
17,Genitor,273,210,346,231
18,la,352,208,367,230
19,Spofa,373,206,426,229
20,Eccovi,214,235,282,252
21,alfin,287,233,328,248
22,divifi,334,230,381,247
23,Miferi,136,256,195,278
24,affetti,196,254,251,276
25,miei.,253,257,304,271
26,Rifpetto,316,254,397,273
27,al,402,249,420,266
28,Padre,426,249,483,269
29,Io,133,279,163,301
30,"deggio,",160,279,236,299
31,e,247,283,256,294
32,fedeltà.,263,277,338,293
33,La,348,272,375,295
34,fpofa,380,271,427,293
35,oh,432,269,451,292
36,"Dio,",458,270,502,289
37,Vuol,133,302,181,317
38,"tenerezza,",189,301,289,317
39,e,301,299,312,317
40,amore;,314,299,388,317
41,E,143,322,157,343
42,intanto,159,321,219,342
43,fra,225,320,249,337
44,di,255,321,271,337
45,lor,278,320,303,336
46,divifo,313,318,366,335
47,ho,372,318,395,334
48,il,400,316,412,334
49,core.,417,321,468,333
50,Ma,131,346,164,363
51,alfin,169,342,209,362
52,che,213,344,244,360
53,mai,250,343,283,359
54,rifolvo,289,339,351,358
55,?,356,340,363,354
56,Parlare!,133,369,208,383
57,Ah,216,366,241,382
58,nd.,248,362,285,383
59,Tacer!...,284,364,363,380
60,Stelle,371,361,422,376
61,!,430,360,434,376
62,"Confufo,",441,357,525,377
63,Stupido,137,388,208,409
64,gid,213,386,242,408
65,divenni.,247,386,328,401
66,Ah,340,384,368,400
67,Voi,375,383,411,399
68,di,417,381,435,401
69,"Tebe,",442,381,502,399
70,Voi,140,410,178,431
71,Numi,178,408,231,427
72,"tutelari,",237,409,316,426
73,in,328,407,344,423
74,tal,349,404,378,425
75,"conflitto,",379,403,470,424
76,Che,131,433,168,450
77,molto,176,433,230,449
78,hà,239,432,259,447
79,di,266,430,282,446
80,"periglio,",292,428,375,450
81,Soccorretemi,134,454,258,474
82,vof:,265,449,305,473
83,"Numi,",316,447,384,471
84,"configlio,",394,445,488,467
85,Colle,178,475,229,493
86,procelle,235,471,311,495
87,in,315,473,331,489
88,feno,339,468,382,487
89,Di,202,496,234,516
90,cento,230,495,278,514
91,"affetti,",285,494,351,514
92,e,362,498,372,509
93,cento,377,496,427,508
94,Il,201,520,216,536
95,mifero,224,519,283,536
96,mio,292,517,325,534
97,core,331,521,371,531
98,.,197,538,210,562
99,Già,213,537,239,562
100,fento,242,537,289,561
101,naufragar.,292,536,398,560
102,Ripieno,178,564,256,582
103,di,264,562,281,577
104,timore,288,562,349,577
105,Arte,210,582,254,605
106,non,252,589,284,600
107,hò,290,582,313,598
108,configlio:,319,579,413,601
109,A,216,604,230,628
110,Voi,226,608,261,622
111,rivolgo,269,602,334,625
112,il,335,600,355,624
113,ciglio,358,599,411,621
114,"Numi,",200,630,267,648
115,per,275,624,310,651
116,refpirar.,312,623,404,648
117,Eur.,111,214,155,233
118,Eurifleo,728,244,803,265
119,",",808,239,822,270
120,e,821,251,830,262
121,Alcefte,836,242,905,266
122,.,912,253,917,259
123,H,728,285,744,301
124,barbaro,752,285,823,303
125,defino!,829,285,899,302
126,Ermione,904,283,982,302
127,dun,987,283,1029,301
128,D'orrendo,741,308,843,325
129,fagrificio,849,307,931,328
130,Dee,731,330,766,347
131,Vittima,777,327,847,349
132,cader,854,327,905,349
133,!,909,330,914,346
134,Ale,614,288,659,308
135,(que,987,306,1030,327
136,Eur.,616,353,662,371
137,Col,674,350,707,369
138,Rè,713,352,740,369
139,i,747,352,756,369
140,efpretle,764,351,834,371
141,Così,638,375,680,391
142,Antiope,690,372,763,396
143,or,769,371,792,395
144,or.,798,370,834,395
145,"Spiegò,",836,370,917,394
146,che,917,371,948,389
147,il,953,369,971,393
148,"dono,",973,368,1034,392
149,Che,637,397,674,414
150,far,682,397,706,412
151,dee,714,394,748,410
152,di,753,395,770,411
153,fe,778,394,793,410
154,ſtella,801,392,846,413
155,La,638,415,663,435
156,Vergin,671,418,737,438
157,delle,744,415,789,432
158,"Selve,",796,414,862,437
159,e,864,414,874,437
160,di,877,415,895,433
161,cui,904,416,931,433
162,parla,938,414,986,437
163,L'Oracolo,640,437,737,457
164,"fatale,",746,438,807,456
165,In,640,456,671,483
166,Ermione,674,456,746,483
167,s'adempie.,753,456,862,483
168,Efpofta,870,458,937,481
169,all'Ara.,942,458,1021,478
170,Che,640,484,677,504
171,la,685,483,699,499
172,vogliono,702,483,800,503
173,i,802,480,809,503
174,Numi,811,479,861,502
175,Aflerifce,642,501,723,527
176,però:,728,501,789,527
177,che,791,501,825,527
178,in,834,503,850,519
179,quefta,856,503,914,524
180,guifa,920,502,967,524
181,Sarà,642,526,682,544
182,di,689,523,707,547
183,pace,714,523,753,547
184,al,764,524,778,541
185,"Regno,",785,524,865,548
186,Eil,644,543,683,568
187,nodo,686,543,722,568
188,ftringerà,730,543,817,568
189,Della,643,570,694,586
190,"man,",701,575,750,587
191,che,756,567,786,585
192,fard,792,568,826,585
193,La,641,587,675,611
194,difefa,677,587,729,611
195,del,733,587,760,608
196,"Trono,",769,591,840,610
197,ed,847,590,868,607
198,il,876,590,888,607
199,foftegno.,896,589,983,611
200,Alc.,630,612,673,634
201,Dunque,678,614,751,633
202,le,758,613,773,629
203,Nozze,780,613,841,629
204,o,846,613,857,630
205,"Prence,",864,610,942,631
206,Saran,645,636,693,651
207,per,702,634,733,655
208,l'infelice...,735,633,850,655
209,Eur.,621,653,679,676
210,Ahdi,680,653,729,673
211,querele,736,655,805,676
212,Tempo,644,678,713,701
213,non,715,674,753,701
214,è.,756,674,786,701
215,Non,789,673,828,701
216,trafcurar,837,676,919,700
217,"l'avvifo,",927,675,1006,699
218,La,645,701,669,717
219,mia,682,697,708,721
220,pietà.,715,697,775,721
221,Se,782,699,803,716
222,"P'ami,",810,699,866,721
223,"Và,",644,722,686,742
224,"ritrovala,",696,719,787,741
225,e,806,719,819,741
226,feco,821,719,849,741
227,Affrettati,644,740,731,762
228,a,739,748,747,765
229,fugir:,755,742,812,766
230,Ma,823,744,852,760
231,già,861,744,891,767
232,opportuna,893,744,991,770
233,Eccola,645,765,704,782
234,a,711,770,719,781
235,Noi.,729,762,773,785
236,Colle,441,618,490,637
237,&c.,494,617,527,635
238,Fine,176,707,231,730
239,dell',239,700,294,733
240,Atto,295,698,351,731
241,Primo.,366,699,465,723
242,В,832,788,871,809
243,г,870,794,879,806
244,SCE-,985,787,1033,805
245,AT,480,802,526,823
