,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,20,100,78,121,91
1,ATTO,247,70,351,89
2,PRIMO.,681,70,816,87
3,21,935,74,955,88
4,SCENA,208,118,330,135
5,VI.,358,116,396,134
6,SCENA,657,114,777,131
7,VII.,801,114,845,132
8,Antigona,236,154,321,183
9,fola.,328,154,386,183
10,Aut.,99,181,144,200
11,O,152,182,194,207
12,Dei,201,181,233,207
13,di,241,182,258,206
14,fdegno,262,179,325,205
15,il,327,178,349,205
16,Core,351,182,396,204
17,Parte,571,157,622,175
18,interiore,635,155,714,173
19,della,725,154,769,171
20,Reggia,774,155,841,175
21,deftinata,847,153,929,175
22,per,682,182,712,198
23,li,720,176,731,193
24,Sponfali.,739,174,825,197
25,Quafi,208,204,258,225
26,mi,265,202,291,224
27,difarmo.,296,201,382,222
28,Virtù,390,201,440,219
29,si,450,200,462,218
30,rara,469,206,505,217
31,"Nnmi,",119,226,184,247
32,perchè,195,225,256,246
33,non,262,232,294,244
34,dafte,301,225,346,243
35,al,353,226,369,242
36,Padre,376,224,429,242
37,ancora,435,228,496,240
38,?,502,226,509,240
39,Ah,121,248,148,265
40,ma,154,248,181,267
41,il,183,247,199,268
42,Tiranno,205,247,279,268
43,mora:,288,253,345,264
44,In,358,248,378,264
45,lui,384,247,407,264
46,vendetta,415,246,497,262
47,Facciafi,118,270,188,288
48,della,195,270,238,289
49,"ftragge,",245,271,319,292
50,E,130,291,144,315
51,del,146,290,169,315
52,fangue,173,292,236,314
53,di,241,293,258,310
54,"Cadmo,",264,289,342,312
55,ond'io,348,292,406,309
56,difcendo.,411,287,495,306
57,Di,120,314,143,335
58,fagrificio,151,312,233,335
59,orrendo,240,314,314,330
60,Vittia,123,332,195,355
61,cada,201,332,239,355
62,ancor,246,340,296,352
63,la,307,336,322,352
64,niia,330,336,362,352
65,Rivale;,369,336,439,353
66,Che,121,357,157,375
67,un,164,364,185,374
68,Oracol,193,358,255,375
69,fatale,264,357,313,374
70,Al,120,379,143,401
71,Rè,149,380,176,396
72,il,182,380,193,401
73,configli,200,380,269,401
74,per,276,385,304,401
75,ferbarfi,311,378,376,401
76,il,384,378,393,394
77,Regno,401,379,463,401
78,Io,122,399,148,420
79,credere,148,401,217,417
80,farò.,224,399,280,421
81,Per,286,400,317,421
82,fuo,322,400,350,417
83,"comando,",357,400,452,419
84,Se,119,423,141,444
85,all'Ara,148,423,211,439
86,deltinarfi,219,423,302,440
87,Tal,114,444,151,460
88,Vittima,162,445,234,462
89,"vedranno,",245,445,342,463
90,S'accrefceran,119,465,237,483
91,Nemici,247,467,312,483
92,al,320,467,334,482
93,mio,341,468,375,482
94,Tiranno,383,465,457,483
95,lo,117,486,150,509
96,poi,147,489,173,509
97,fenza,181,488,229,505
98,timore,236,489,297,505
99,Saprò,118,511,171,534
100,pailargli,182,511,257,534
101,il,264,512,275,527
102,core:,282,515,332,532
103,E,350,510,362,528
104,voi,370,511,396,528
105,de'miei,402,509,474,527
106,Germani,119,529,201,550
107,Ombre,209,530,275,551
108,"dilette,",282,532,355,552
109,Liete,119,553,169,571
110,vedrete,177,555,246,571
111,le,254,555,270,571
112,comun,275,560,337,571
113,vendette.,343,555,433,571
114,Se,164,576,185,592
115,fiete,192,575,229,592
116,invendicate,237,576,343,593
117,Ombre,186,598,252,614
118,"dilette,",258,598,330,615
119,e,341,602,351,613
120,mefte;,357,596,420,615
121,Sarete,184,620,241,636
122,al,249,619,264,641
123,fin,270,619,293,641
124,placate,300,619,364,641
125,Non,186,642,225,658
126,vi,233,642,248,658
127,fdegnate,256,638,335,662
