,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,258,62,370,81
1,$4.,112,67,140,85
2,"Riprenditi,",129,82,246,110
3,fe,257,85,273,110
4,vuoi.,280,86,331,102
5,Tutto,342,82,398,103
6,il,404,84,416,103
7,mio,421,82,457,109
8,fangue,459,82,524,109
9,Prima,135,104,193,125
10,da,200,107,220,124
11,quefte,226,105,282,129
12,vene,287,111,332,130
13,Sino,135,129,174,146
14,all'ultima,184,126,272,147
15,ftilla...,282,128,358,147
16,Cre.,113,149,152,169
17,Ah,166,150,192,169
18,taci,199,151,231,170
19,"indegno,",238,150,329,175
20,Perfido,136,171,205,191
21,figlio,213,172,259,196
22,laci.,267,171,308,191
23,Olà,324,171,356,197
24,"Cuftodi,",363,171,443,198
25,Di,133,195,157,212
26,catene,160,199,222,218
27,or,225,194,252,212
28,s'aggravi,261,195,347,219
29,le,154,216,177,238
30,Guardie,177,217,253,237
31,pongono,262,217,334,241
32,le,340,218,355,240
33,catene,363,222,421,238
34,ad,427,220,450,238
35,Eur.,457,220,501,239
36,Il,129,236,158,259
37,"Ribelle,",157,239,236,260
38,il,244,238,262,261
39,Fellon.,264,238,342,263
40,La,349,241,374,257
41,coppia,379,242,440,264
42,rea,446,248,475,261
43,Là,136,262,160,278
44,nella,168,261,211,279
45,Reggia,220,260,286,284
46,condurrai,292,260,382,285
47,"Learco,",389,261,465,285
48,Ove,133,284,173,301
49,gli,180,284,202,303
50,ordin,212,282,258,304
51,del,271,283,298,304
52,Regno,302,286,366,304
53,Tutti,134,301,190,326
54,adunar,192,302,253,328
55,farò.,259,305,305,324
56,Gli,310,304,347,330
57,oltraggi,354,307,428,330
58,mei,435,307,468,326
59,Vegga,131,328,194,350
60,"ognuno,",200,331,282,351
61,ed,293,329,315,345
62,impari,322,329,382,351
63,Come,130,347,184,367
64,sò,190,347,217,371
65,vendicar.,220,347,313,371
66,Col,317,347,351,368
67,tuo,357,355,387,368
68,"fedele,",393,350,461,370
69,TERZO.,732,76,870,98
70,SCENA,704,123,825,143
71,VI.,868,123,898,148
72,"Antigona,",642,164,743,189
73,"Eurifteo,",757,165,849,189
74,"Ermione,",856,165,948,190
75,"Learco,",699,184,777,206
76,Alceie.,789,185,870,211
77,e,885,194,895,206
78,iflolGuardie.,677,209,849,229
79,(cora.,945,233,1005,256
80,Lea.,595,253,645,280
81,(T,647,252,684,279
82,Ode,708,252,743,279
83,agli,745,251,785,279
84,Dei.,788,253,829,270
85,Parti.,838,254,892,278
86,Vivono,899,250,972,276
87,an-,974,250,1009,277
88,Cauto,711,274,765,297
89,il,771,275,783,290
90,gran,789,278,829,297
91,colpo,836,277,886,300
92,or,893,281,913,296
93,ora,920,281,951,297
94,Scender,616,295,688,315
95,fard.),699,295,758,315
96,Ear.,597,317,639,335
97,"Spofa,",652,316,713,342
98,Ant.,601,338,647,359
99,Deh,653,338,691,359
100,taci.,697,338,742,360
101,Eur.,595,360,637,380
102,Oh,651,362,679,378
103,Dei,688,363,718,378
104,?,725,363,731,379
105,Sdegnata,612,382,698,405
106,ancor,705,389,755,401
107,mi,761,385,784,401
108,fei,791,384,811,401
109,?,817,386,825,401
110,Ant.,604,403,649,426
111,Non,651,404,691,422
112,tormentarmi.,698,405,823,424
113,So,615,426,648,444
114,",",651,423,659,445
115,che,662,424,682,447
116,odiarti,690,426,749,446
117,dovrei,757,426,814,447
118,:,822,435,827,446
119,Miaquefte,833,429,942,456
120,prove,950,437,1002,457
121,Chi,615,447,646,464
122,refifter,654,447,714,467
123,potrebbe,723,448,804,474
124,?,811,453,817,469
125,Ah,828,451,854,470
126,"Spofo,",860,451,921,477
127,io,934,454,951,479
128,fono,955,454,989,480
129,Già,615,469,647,486
130,placata,660,469,720,491
131,con,723,471,757,492
132,te.,761,477,789,489
133,Eur.,592,490,634,510
134,Del,647,490,678,509
135,ruo,686,497,715,510
136,perdono,723,492,799,515
137,Però,614,512,659,529
138,qual,665,514,704,535
139,pegno,710,513,766,536
140,mai,777,515,809,538
141,mi,815,517,838,534
142,fia,843,517,865,535
143,conceffo?,870,517,957,540
144,Aut.,595,528,648,556
145,Prendilo,651,530,730,559
146,o,734,533,760,559
147,"Spofo,",763,534,821,562
148,in,825,540,842,563
149,queft'amaro,847,538,958,567
150,am-,966,549,999,568
151,Alc.,600,553,642,576
152,(Mi,646,554,684,578
153,fento,688,555,738,579
154,intenerir.),741,556,849,582
155,Erm.,591,573,639,597
156,(Sù,647,576,686,599
157,gli,694,579,715,600
158,occhi,721,578,768,605
159,appena,771,580,839,608
160,So,616,596,644,619
161,trattenere,647,597,732,623
162,il,735,601,747,623
163,pianto.),756,601,836,627
164,Lea.,590,619,628,639
165,(Di,642,618,683,643
166,confervarli,686,619,787,647
167,al,789,626,802,643
168,fin,809,624,832,644
169,farà,839,627,872,645
170,mio,880,628,913,647
171,vanto'.),920,629,996,655
172,Ant.,596,640,641,662
173,Or,648,642,674,664
174,che,681,643,707,665
175,teco,712,649,751,662
176,Idol,758,646,795,663
177,"mio,",800,647,845,668
178,In,610,663,637,686
179,pace,635,669,677,687
180,"ritornai,",683,666,762,686
181,l'ira,773,668,808,686
182,del,816,667,844,689
183,Padre,850,667,901,691
184,Placa,610,683,659,707
185,almeno,662,684,727,710
186,per,734,686,767,711
187,tè.,773,689,799,708
188,Vivi.,811,691,862,710
189,Eur.,587,705,630,725
190,Ah,647,706,669,729
191,che,676,707,702,730
192,dici.,710,708,752,728
193,Ant.,593,725,640,752
194,"D'Antigona,e",644,729,768,756
195,di,774,733,790,751
196,Cadmo,796,733,862,758
197,ecco,868,741,908,760
198,la,914,737,929,756
199,"ftirpe,",934,737,991,763
200,Che,606,749,640,773
201,in,646,752,662,775
202,me,668,756,695,775
203,fi,698,751,715,776
204,eftingue,718,752,790,780
205,in,797,757,813,774
206,quefto,819,756,877,782
207,di.Deh,881,758,944,780
208,vivis,949,760,990,782
209,Che,605,770,640,791
210,fe,647,772,661,793
211,refpira,668,772,728,798
212,ancora,735,780,795,802
213,ad,346,371,370,390
214,Antigona,383,369,466,396
215,Colla,131,393,181,412
216,tua,190,398,218,411
217,Bella,229,393,275,410
218,infieme.,285,392,363,417
219,(ed,375,392,414,416
220,Eurefleno),421,392,527,418
221,Anime,200,415,262,432
222,infide!,269,414,332,433
223,"Perfidi,",136,437,212,456
224,si,214,437,229,456
225,morrete,232,441,308,455
226,:,314,443,319,454
227,Vittime,130,460,207,480
228,del,218,459,245,476
229,mio,252,458,290,481
230,fdegno,292,458,354,481
231,ambi,362,459,405,476
232,"cadrete,",411,461,492,483
233,"Empia,",197,481,269,504
234,a,279,487,288,499
235,tremar,298,480,360,499
236,comincia:,370,481,461,504
237,Paventa,220,526,296,544
238,iniquo,306,526,364,548
239,"figlio,",367,523,427,549
240,ad,351,544,387,570
241,Eurifteo.,395,545,478,574
242,Non,218,568,262,589
243,ode,266,568,300,587
244,più,308,568,336,590
245,configlio,341,567,424,592
246,"Perfidi,",218,589,294,610
247,il,304,589,315,607
248,mio,321,591,355,608
249,furor.,362,588,418,607
250,Pèrfidi,197,612,261,631
251,si,273,613,285,630
252,morrete,293,616,368,631
253,:,375,618,380,629
254,Vittime,220,636,294,652
255,or,300,640,319,652
256,or,327,640,346,651
257,farete,353,635,407,651
258,Del,219,657,255,675
259,giufto,260,656,316,678
260,mio,321,653,358,678
261,rigor.,360,653,427,678
262,Empia,287,681,349,701
263,&c.,353,675,388,696
264,(,927,560,942,590
265,pleifo.,945,561,1004,594
266,parte.,464,661,520,678
267,SCE-,473,785,522,804
268,C4,780,800,810,822
269,La,967,805,992,824
