,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,246,74,349,90
1,"Padre,",120,95,188,116
2,"Tebani,",191,92,268,116
3,"Amici,",291,92,351,116
4,io,356,97,372,112
5,od,378,95,398,113
6,a,405,101,415,113
7,morire.,421,94,493,112
8,Và,213,118,265,141
9,a,267,116,274,141
10,picdi,276,116,318,141
11,i,320,115,331,140
12,gradini,333,115,404,140
13,dell',407,117,446,135
14,Ara.,453,118,505,135
15,SECONDO.,699,71,852,90
16,Si,752,91,784,115
17,abbandona,786,91,880,117
18,full',886,92,930,116
19,Ara,932,92,976,112
20,40,97,80,119,94
21,Lear.,99,139,149,159
22,(Mi,163,140,202,160
23,fcoppia,210,137,277,162
24,il,281,138,299,161
25,core.),301,138,367,163
26,Ant.,98,163,144,178
27,(Ah,159,160,200,181
28,non,208,161,241,179
29,morrai.),249,162,334,181
30,Alc.,107,181,150,203
31,(Che,152,182,203,204
32,affanno,209,184,275,203
33,!),282,184,301,203
34,Creon.,105,204,167,227
35,"Antiope,",174,207,248,228
36,il,254,207,275,226
37,Sagro,283,210,335,228
38,acciaro,341,206,407,225
39,Ormai,121,227,181,245
40,fci,187,226,208,252
41,gli.,220,227,258,253
42,Ant.,98,248,144,268
43,Son,158,251,189,268
44,prontas,197,251,262,277
45,Ma,121,272,151,288
46,che,158,274,187,289
47,t'accofti,194,270,267,290
48,al,275,274,289,290
49,fianco,296,272,350,293
50,Della,124,293,173,312
51,Vittima,182,295,254,313
52,è,268,294,288,315
53,d'uopo.,290,294,358,317
54,Creon.,98,314,158,333
55,All',174,316,207,332
56,Ara,214,317,248,332
57,anch',254,316,301,331
58,io,309,314,326,332
59,Ecco,131,335,173,357
60,che,176,335,200,357
61,i,209,338,213,353
62,Numi,223,338,273,353
63,ad,279,339,298,354
64,invocar,305,339,373,355
65,m,380,338,402,354
66,invio.,408,337,465,354
67,Và,102,356,139,381
68,Julla,141,356,178,381
69,firiftra,181,358,248,381
70,dell',250,356,295,381
71,Ara,302,356,338,381
72,vicino,340,361,394,376
73,ad,401,359,423,376
74,Ermione.,427,359,510,376
75,Ant.,108,381,156,403
76,(Và,162,381,209,403
77,pur.,212,381,259,403
78,Mà,261,384,288,398
