,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,PRIMO.,699,59,834,79
1,ATTO,241,71,344,89
2,16,86,74,106,91
3,Ant.,84,92,131,117
4,"Principe,or",144,93,257,117
5,più,264,94,292,116
6,che,297,94,328,116
7,giova,332,94,383,116
8,L'imenèo,101,112,194,134
9,differir?,201,112,277,133
10,Quando,288,112,363,136
11,rifolvi.,366,112,435,136
12,Di,107,133,131,155
13,fcordarti,137,136,216,156
14,d'Antigona,221,134,327,161
15,:,335,144,340,156
16,Come,106,161,161,177
17,afserifti,168,160,235,177
18,or,239,158,265,181
19,"or,",266,158,297,180
20,quefta,309,159,365,181
21,dimora,372,159,439,177
22,Necefsaria,106,182,204,200
23,non,210,189,243,199
24,è.,250,183,271,199
25,Che,284,180,316,202
26,tardi,323,180,370,202
27,ancora,374,187,436,200
28,?,443,181,450,196
29,Eur.,85,203,130,229
30,(O,143,201,187,229
31,rimprovero,189,201,295,231
32,!),300,206,318,228
33,Erm.,87,226,135,245
34,Ah,149,227,175,243
35,"Prence,",181,225,256,245
36,Sì,104,245,131,272
37,sì,131,248,158,272
38,:,160,246,163,273
39,Siegui,166,248,223,274
40,il,230,250,240,266
41,Configlio...,248,248,361,275
42,Ant.,85,270,133,292
43,"Ermione,",147,269,237,294
44,il,246,272,259,293
45,pefo,266,270,307,294
46,Fia,109,292,138,315
47,mio,142,289,176,315
48,di,182,289,203,315
49,configliarlo.,208,289,321,315
50,Il,334,294,347,310
51,Rè,354,293,380,311
52,gid,386,292,413,315
53,"fai,",420,291,451,311
54,Che,108,314,145,331
55,ne,152,320,171,331
56,attende,180,313,247,331
57,a,254,313,263,330
58,"momenti,",271,315,362,334
59,Ove,108,337,149,352
60,Atcefte,159,334,222,353
61,aditò.,228,336,285,353
62,T'affretta.,293,334,393,355
63,Io,405,335,425,357
64,vengo,428,335,479,358
65,Sull'Orme,109,358,203,375
66,tue.,209,363,246,375
67,Lafciami,254,358,332,375
68,feco,339,358,376,376
69,in,382,359,397,375
70,tanto,403,363,450,375
71,Sola,108,382,146,397
72,un,152,385,173,397
73,momento.,179,385,276,398
74,Il,290,381,302,397
75,tuo,311,386,341,398
76,deftin,348,380,401,399
77,commetti,407,379,497,397
78,A,110,401,125,417
79,"me,",132,407,171,421
80,che,179,402,209,418
81,non,214,407,248,418
82,ha,253,403,274,419
83,cafo,280,403,316,420
84,Vengo,110,423,174,445
85,sù,178,422,204,445
86,quefto,206,422,264,445
87,lido:,269,424,316,441
88,Fidati,104,444,164,467
89,pur,172,445,204,468
90,di,211,446,227,468
91,me.,232,451,270,469
92,Erm.,89,465,139,484
93,Di,152,465,175,485
94,tè,184,465,208,487
95,mi,210,465,223,487
96,fido.,231,465,275,485
97,SCENA,681,104,802,124
98,V.,827,106,851,123
99,"Antigona,",662,148,764,171
100,e,771,155,780,166
101,Eurifleo.,788,148,872,172
102,TECO,623,194,705,216
103,fola,709,191,743,215
104,una,748,198,781,214
105,volta,787,193,833,209
106,Eccomi,676,214,743,233
107,al,749,216,764,231
108,fin.,770,213,803,231
109,"Di,",811,215,844,234
110,mi,850,215,873,236
111,ravvifi,883,214,942,238
112,2,944,215,949,237
113,Ant.,562,192,609,210
114,Giả,198,489,231,506
115,più,240,490,267,510
116,nel,276,489,303,506
117,feno,310,488,350,506
118,Timor,222,509,283,529
119,non,289,516,322,529
120,"fento,",330,510,389,531
121,"No,",225,532,276,552
122,più,277,534,305,553
123,non,313,538,346,551
124,"peno,",353,537,408,556
125,Semi,223,555,268,574
126,"rammento,",283,558,387,577
127,Che,221,577,257,594
128,a,263,583,271,594
129,te,279,582,296,594
130,mi,302,577,324,593
131,fido,330,575,364,593
132,Che,223,599,258,616
133,fpero,264,598,311,619
134,in,318,599,334,614
135,te.,340,602,366,614
136,Senza,199,621,252,644
137,"periglio,",261,618,347,646
138,Per,223,643,255,660
139,mio,261,640,293,662
140,"conforto,",307,640,397,663
141,Vedrò,223,664,284,681
142,la,291,664,304,680
143,Nave,314,664,360,680
144,Ridotta,223,685,294,703
145,in,301,686,316,700
146,porto,323,689,373,707
147,Col,222,708,254,725
148,tuo,263,704,290,729
149,"Configlio,",297,704,399,729
150,Per,222,730,255,747
151,tua,266,730,292,748
152,nercè.,301,730,368,748
153,Già,309,751,343,769
154,&c.,350,751,381,769
155,Eur.,563,235,606,254
156,Oh,621,234,649,257
157,"Dei,",660,234,699,258
158,La,585,258,609,281
159,Spofa,615,259,664,280
160,mia,672,259,704,281
161,tu,710,264,728,281
162,fei,734,258,755,281
163,:,763,264,767,274
164,Mel,777,259,813,276
165,dice,819,259,857,281
166,il,864,259,874,281
167,"Core,",880,260,935,281
168,Che,583,280,620,297
169,mi,626,278,648,297
170,palpita,656,281,718,301
171,in,724,279,740,301
172,"Sen,",747,279,794,301
173,che,801,281,832,300
174,le,839,281,855,299
175,Catene,861,281,926,300
176,"riconofce,",584,301,670,325
177,e,688,301,698,325
178,il,700,301,715,325
179,fuo,721,302,750,325
180,"bene,",757,303,809,325
181,Che,583,323,619,341
182,tanto,627,330,673,342
183,fofpirò.,679,324,750,346
184,Ma,759,325,788,342
185,come,795,324,843,344
186,in,851,327,866,343
187,wece,875,331,915,344
188,D'Antiope,582,345,686,369
189,qui,693,344,725,370
190,ne,730,353,749,364
191,giungi,754,347,813,370
192,?,821,349,827,364
193,Ant.,560,367,608,386
194,Il,620,368,634,384
195,"grado,",640,365,703,390
196,il,715,369,725,385
197,nome,732,367,781,386
198,D'Antiope,582,388,683,412
199,è,689,390,698,407
200,mio.,705,390,743,413
201,Non,751,391,790,413
202,ti,797,390,809,407
203,ftupir.,816,389,873,413
204,Sei,881,391,907,408
205,"Lune,",913,391,970,411
206,E,595,411,605,433
207,fei,604,411,625,428
208,già,631,412,658,433
209,"fon,",663,412,703,431
210,che,711,412,743,434
211,fui,750,412,774,434
212,per,781,418,811,434
213,tale,817,412,850,430
214,accolta,856,414,919,431
215,Trà,582,433,619,451
216,le,626,432,641,451
217,Sagre,648,435,698,454
218,Miniftre,704,432,786,452
219,De,581,456,609,478
220,Numi,621,453,670,480
221,"Apollo,",677,454,748,481
222,e,749,462,759,480
223,Temi:Onde,765,456,874,482
224,l'impiego,881,457,967,481
225,Quivi,581,478,634,498
226,d'efercitar,640,476,736,496
227,fece,745,478,781,496
228,la,788,480,802,496
229,"forte,",807,480,863,499
