,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,TERZO.,733,71,863,89
1,61,975,71,994,88
2,ATTO,268,76,369,91
3,Erm.,157,98,206,117
4,"Lafciate,",225,97,309,117
5,che,322,94,352,117
6,infiemeim,354,93,500,115
7,Ne,246,120,272,137
8,venga,279,124,332,139
9,a,335,117,348,139
10,morir.,354,116,421,138
11,60,112,78,134,97
12,SCENA,701,116,820,133
13,IX.,857,112,895,135
14,Ant.,155,144,201,160
15,Deh,222,142,259,158
16,refta..,265,138,326,157
17,Erm.,155,160,207,183
18,Non,225,163,264,184
19,pofo.,272,162,327,184
20,Eur.,158,181,202,205
21,Si,225,182,244,207
22,figlia.,246,182,309,209
23,Erm.,160,208,206,225
24,Non,229,205,270,230
25,deggio.,276,207,350,230
26,43.,159,232,197,252
27,Learco,640,157,701,174
28,poi,711,156,739,178
29,Creonte,751,155,824,178
30,icon,831,158,861,172
31,nu,866,161,888,173
32,merefo,893,154,950,177
33,Jeguito.,753,176,831,198
34,GJufti,679,223,742,248
35,Numi,744,220,796,245
36,l'imprefa,801,221,882,241
37,Secondate,714,240,804,265
38,pietoli.,811,240,887,265
39,Che,229,229,265,249
40,barbara,267,227,335,247
41,forte,342,228,384,243
42,Lea.,594,223,635,241
43,Men,225,253,265,268
44,fiera,273,250,313,267
45,è,319,251,327,267
46,la,335,250,349,267
47,morte,358,248,413,266
48,Di,180,275,204,291
49,queito,210,273,268,295
50,martir.,275,274,344,294
51,al,895,257,931,288
52,"feguito,",933,257,1006,288
53,Cr,594,266,627,286
54,con.,628,264,660,285
55,I,663,264,678,283
56,falli,681,266,714,282
57,atroci,720,266,771,281
58,D',617,289,640,305
59,una,648,293,678,304
60,perfida,686,285,749,308
61,"Donna,",757,286,830,304
62,Si,613,307,642,329
63,sedrete,639,306,709,328
64,o,714,306,726,328
65,Tebani,733,306,795,328
66,Come,616,332,670,349
67,il,676,332,687,347
68,Re,693,331,719,352
69,punirà.,727,331,798,352
70,Lean.,596,354,648,371
71,(Barbaro,661,350,749,373
72,!,757,350,767,373
73,oh,768,352,789,368
74,quanto,797,355,862,373
75,La,621,377,645,393
76,tua,653,373,681,392
77,fpeme,688,373,744,395
78,"t'inganna,",750,371,845,393
79,il,849,370,867,393
80,tuo,869,369,895,393
81,defio.,904,370,958,387
82,Or,624,396,654,417
83,or,650,403,670,414
84,te,674,396,694,417
85,n'avvedrai.),700,395,822,415
86,Creon.,599,421,656,436
87,La,671,417,694,432
88,coppia,700,417,760,438
89,Rea,766,414,805,436
90,Già,620,441,654,458
91,vien.,660,439,708,456
92,D',716,436,737,455
93,un,743,443,765,454
94,Re,771,438,798,454
95,fdegnato,804,436,883,456
96,Provi,621,462,671,479
97,una,680,465,711,477
98,volta,719,460,763,476
99,al,770,460,785,475
100,fin,793,458,814,476
101,l'ire,821,456,858,474
102,funefte,863,458,926,474
103,Lear.,600,485,651,502
104,(All'imprefa,663,482,789,502
105,affretate,794,479,876,502
106,o,878,478,888,501
107,"Numi,",899,479,962,499
108,Al-,977,479,1005,496
109,Ah,326,294,350,310
110,&c.,361,293,393,309
111,partono,211,322,280,337
112,in,285,317,303,331
113,mezzo,314,321,371,331
114,alle,376,315,409,332
115,Guardie.,416,313,504,329
116,Và,872,323,912,351
117,ful,915,324,940,353
118,Trono.,939,327,1001,346
119,SCENA,215,362,337,378
120,VIII.,361,360,427,376
121,Reggia,225,404,293,423
122,con,303,409,334,419
123,Trono.,342,402,413,416
124,"Learco,",167,447,242,466
125,e,252,443,264,470
126,Alcefte,275,442,339,469
127,da,340,444,360,461
128,opposti,368,442,429,465
129,lasi,435,442,465,458
130,.,473,452,475,456
131,Alc.,124,491,173,515
132,T,174,491,197,514
133,"Earco,",219,491,282,512
134,infiem,292,489,350,509
135,gli,355,486,380,508
136,Amici,387,485,443,502
137,cefte,710,500,751,524
138,.),759,502,778,525
139,Adunati,237,513,311,528
140,giả,318,510,345,531
141,fon.,352,508,393,525
142,Lea.,122,536,162,553
143,Và,179,532,207,554
144,"dunque,",213,532,299,554
145,e,304,537,313,548
146,a,320,531,329,548
147,quefta,335,531,391,553
148,Reggia,142,558,210,576
149,intorno,216,554,283,571
150,il,289,551,301,570
151,tumulto,308,550,384,567
152,Incomincia,142,577,244,594
153,a,251,582,259,593
154,deftar.,267,575,330,591
155,Ne,344,575,370,589
156,reca,377,571,415,592
157,poi,425,570,452,591
158,Qui,143,600,180,619
159,al,185,600,200,616
160,Tiranno,209,596,296,616
161,novella.,297,594,369,614
162,Và,144,621,188,640
163,non,190,621,218,640
164,temer.,223,621,288,640
165,Alc.,123,643,165,661
166,"Learco,",179,643,258,661
167,Già,145,665,180,681
168,zanto,187,670,234,680
169,"m'inoltrai,",241,663,344,679
170,Ch,143,685,183,711
171,ogni,179,687,221,708
172,timore,226,686,303,705
173,è,304,680,309,707
174,intempeftive,309,679,428,701
175,ormai.,433,680,496,695
176,SCENA,726,548,849,564
177,X.,872,546,896,563
178,"Antigona,",602,591,701,611
179,&,717,589,739,608
180,Euriftco,748,588,823,613
181,fegniti,831,586,895,612
182,da,900,586,921,603
183,Ermione,929,586,1007,605
184,tra,731,608,769,630
185,le,771,607,788,630
186,Guardie.,790,607,875,627
187,On,733,649,764,672
188,ftraziarmi,763,652,852,672
189,col,857,652,883,670
190,pianto,891,652,947,675
191,'N°,656,653,740,702
192,Ant.,600,658,648,674
193,(,659,655,669,675
194,Piano,832,675,885,693
195,ad,890,673,912,692
196,Ermione,919,674,999,696
197,Serbati,625,699,688,716
198,o,698,695,708,718
199,"Figlia,",714,695,784,718
200,alla,786,695,820,718
201,vendetta.),822,694,928,717
202,Eurif.,605,720,662,740
203,Ah,673,718,700,739
204,Padre...,710,718,799,739
205,Creon.,605,738,665,760
206,Non,678,738,717,759
207,più,726,740,767,761
208,:,769,738,775,761
209,"taci,",777,738,823,761
210,"Cuftodi,",825,738,911,761
211,La,625,762,656,784
212,Rea,662,761,694,784
213,colà,701,761,737,781
214,s'annodi.,745,762,831,779
215,parte.,429,705,490,722
216,SCE-,487,788,536,804
217,E,987,784,996,805
218,tu,993,789,1011,801
