,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,287,73,389,91
1,Tutto,221,92,276,116
2,"diftrugge,",283,93,368,118
3,"abbatte,",374,95,462,120
4,Va,221,116,250,132
5,furibondo,256,113,346,136
6,al,348,115,371,136
7,Mar.,373,118,422,135
8,Sopra,197,139,250,161
9,quel,256,139,295,161
10,Capo,300,140,348,162
11,indegno,354,140,427,162
12,Scenda,219,156,282,179
13,così,288,157,322,182
14,il,324,158,342,181
15,mio,346,161,381,178
16,sdegno:,387,158,460,183
17,Ein,219,182,254,207
18,quella,259,182,314,208
19,ftrage,321,182,373,204
20,impari,384,180,444,209
21,Ogn,232,204,268,227
22,altro,270,205,312,228
23,a,318,211,327,222
24,paventar.,334,208,425,230
25,Sarò,355,226,394,243
26,&c.,401,225,432,244
27,46,128,80,155,86
28,АТТО,614,93,874,140
29,III,873,88,987,138
30,SCENA,642,164,762,181
31,PRIMA.,791,159,925,179
32,Stanze.,745,205,815,220
33,"Eurifleo,",638,253,726,273
34,"Ermione,",738,252,831,268
35,e,840,254,848,265
36,Learco.,861,248,934,263
37,A't'è,722,291,773,309
38,noto,789,289,825,310
39,o,830,288,843,309
40,"Learco,",848,288,921,306
41,Da,727,315,753,331
42,Noi,760,314,794,331
43,che,802,312,831,328
44,brama,838,312,894,327
45,il,900,310,910,326
46,Re,917,307,947,327
47,2,950,311,957,325
48,Nol,726,333,763,356
49,so:,769,333,807,355
50,M'impofe,809,333,901,355
51,Erm.,582,298,631,314
52,Fine,200,352,250,379
53,dell,260,348,309,384
54,Atto,313,349,362,384
55,Secondo.,371,353,469,382
56,Lea.,581,342,621,359
57,Sol,603,365,631,380
58,"d'avvertirvi,",638,359,758,378
59,che,766,358,796,373
60,nel,803,356,832,372
61,fuo,835,353,866,376
62,foggiorno,871,352,962,373
63,Egli,605,385,644,405
64,v'attende.,651,385,745,398
65,Eur.,583,406,630,425
66,"Ermione,",641,406,730,423
67,Odi,605,429,642,445
68,da,646,429,668,445
69,me,676,433,702,448
70,"ciò,",709,426,746,444
71,che,756,424,788,446
72,pretende.,795,422,886,441
73,Eflinta,897,419,959,435
74,La,605,452,631,467
75,mia,637,451,669,466
76,fedel,676,449,719,465
77,Conforte,728,445,810,462
78,Vuol,605,474,654,490
79,che,658,472,689,492
80,il,695,471,707,487
81,propofto,713,468,796,489
82,nodo,801,467,847,484
83,Stringafi,606,494,687,513
84,alin,692,491,730,507
85,tra,737,489,763,506
86,noi.,769,490,808,504
87,Ma,820,489,848,503
88,non,855,485,885,507
89,lo,891,485,912,506
90,fperi,915,484,956,505
91,:,963,489,967,500
92,Che,605,517,640,533
93,fe,647,511,662,530
94,Antigona,670,511,755,533
95,"muore,",763,514,832,527
96,ogn'altra,839,506,922,528
97,Spofa,927,504,978,527
98,Ricufar,610,535,678,555
99,mi,680,533,708,554
100,vedrà.,711,532,775,549
101,Erm.,585,561,633,577
102,Ma,647,559,675,575
103,perche,681,556,740,576
104,tanto,747,559,793,571
105,Mi,607,583,632,597
106,fdegni,638,579,694,600
107,o,700,584,711,595
108,Prence,718,578,781,593
109,?,787,577,794,593
110,Eur.,577,605,627,621
111,No:,640,600,679,618
112,fappi,686,600,732,620
113,ch'io,742,599,785,615
114,t'amo,796,598,848,614
115,;,855,601,859,613
116,Ma,605,626,634,641
117,come,640,629,687,639
118,un,689,620,716,642
119,tuo,721,619,764,641
120,German,757,620,831,636
121,potrebbe,837,617,920,638
122,"amarti,",926,616,990,636
123,Il,605,647,619,662
124,Padre,627,645,680,661
125,tuo,687,648,716,660
126,.,722,654,726,657
127,Erm.,584,668,633,686
128,Mà,643,667,674,683
129,fe,682,663,699,685
130,coftretto...,705,662,818,682
131,Eur.,584,692,628,707
132,Intendo,642,689,714,703
133,Che,598,706,640,728
134,mi,647,710,669,727
135,vuoi,676,708,716,725
136,dir.,723,708,754,724
137,Non,761,708,801,725
138,lufingarti.,808,704,892,727
139,In,909,704,935,727
140,petto,932,706,982,726
141,"Vedrai,",606,733,681,752
142,vedrai,690,730,747,747
143,come,754,735,801,746
144,coft,809,727,843,747
145,ante,845,726,884,747
146,il,887,727,902,744
147,core,908,725,948,743
148,Uno,606,755,645,771
149,Spofo,652,753,703,774
150,confervi,706,750,783,774
151,al,785,749,804,773
152,primo,810,750,866,771
153,amore.,871,754,940,767
154,ATTO,471,788,546,811
155,Alik.,627,797,679,814
156,Se,973,793,993,810
