,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,288,62,389,83
1,SECONDO.,665,62,816,85
2,Ah,629,85,657,103
3,fe,662,85,677,102
4,non,683,91,716,104
5,ode,726,87,759,105
6,il,764,88,775,104
7,"Figlio,",781,87,845,111
8,"Nò,",628,107,669,128
9,più,675,109,704,129
10,fperar,711,109,764,132
11,non,775,109,806,131
12,sòl,813,110,845,132
13,44,131,65,151,81
14,45,929,72,950,90
15,SCENA,234,111,352,129
16,XI.,381,113,419,130
17,parte,889,136,938,154
18,.,944,144,947,148
19,"Creonte,",228,151,311,172
20,e,321,149,334,174
21,Eurifteo.,338,149,425,177
22,Deh,740,152,777,172
23,&c.,783,154,814,171
24,Exr.,125,189,165,209
25,MIo,198,195,267,221
26,Rè,264,195,307,216
27,",",309,195,315,220
28,mio,317,197,351,213
29,"Genitor,",361,196,449,219
30,"grazia,",459,194,534,219
31,Pietà.,142,228,212,261
32,Supplice...,216,233,333,269
33,SCENA,645,196,763,216
34,XII.,786,198,840,217
35,(,412,216,428,243
36,perdono.,430,216,507,245
37,Creonte,691,235,757,263
38,folo.,765,236,806,263
39,s'inginoccbia.,356,261,482,283
40,Cre.,122,275,159,297
41,Sorgi.,175,279,230,305
42,Trafgreflor,142,298,245,324
43,de,254,304,275,320
44,miei,282,304,319,320
45,"cenni,",326,306,386,324
46,Figlio,141,321,195,346
47,"ingrato,",202,324,278,346
48,e,288,323,298,346
49,sleal:,301,325,346,348
50,"1'ira,",355,324,398,349
51,il,405,328,415,348
52,mio,421,329,455,350
53,sdegno,462,328,526,351
54,"Proverai,",142,343,231,367
55,proverai.,233,344,327,369
56,Lafciami,330,346,409,365
57,folo.,415,348,458,367
58,Parti.,141,364,196,385
59,Eur.,117,384,159,405
60,La,175,388,196,404
61,mia,205,389,236,406
62,dimora,244,390,308,411
63,Deh,143,406,174,426
64,foffri,180,407,228,429
65,ò,232,413,242,428
66,Padre...,250,412,337,432
67,Cre.,115,429,153,448
68,O,168,432,184,448
69,là,192,432,204,447
70,Ne,230,434,255,450
71,parti,265,435,305,455
72,ancora,314,438,371,458
73,!,379,438,384,453
74,Eur.,115,451,160,470
75,Ubbidirò.,173,450,262,476
76,(Che,282,456,316,473
77,crudeltàl),325,454,434,481
78,Må,441,457,470,482
79,"penfa,",468,458,523,482
80,Cre.,549,283,591,308
81,DAl,598,283,673,307
82,tuo,675,282,708,307
83,letargo,708,281,772,306
84,ancora,778,287,837,305
85,"(vedi,",889,283,948,308
86,Non,660,304,699,321
87,ti,711,304,722,320
88,delti,729,303,768,322
89,Creonte!,775,305,860,324
90,In,873,307,891,323
91,Tebe,902,306,949,324
92,Quando,565,327,638,348
93,eftinta,644,325,702,348
94,la,715,326,729,342
95,"credi,",735,327,790,347
96,Ebra,803,328,845,345
97,di,852,330,868,344
98,"fdegno,",876,328,948,350
99,"Forfennata,",565,348,675,368
100,e,683,353,692,365
101,feroce,699,348,757,366
102,Antigona,563,371,649,394
103,tornar.,658,373,719,387
104,"Perfidà,ardita,",726,371,861,394
105,"(nome,",879,373,945,394
106,(M'empie,562,391,658,416
107,ancor,663,396,714,417
108,di,722,392,739,417
109,fpavento,745,392,825,417
110,),832,395,841,415
111,è,847,394,855,410
112,"grado,",860,393,925,416
113,e,936,397,946,410
114,Oracoli,575,411,634,435
115,mentifce.,637,412,726,436
116,I,733,414,741,436
117,Tempj,745,413,807,437
118,tenta,814,414,859,433
119,Con,563,436,599,453
120,infulto,605,436,663,452
121,de,669,436,691,452
122,"Numi,",697,436,759,456
123,L'Are,563,458,620,474
124,macchiar,627,458,706,475
125,d'umano,713,458,793,480
126,fangue,799,458,859,479
127,:,868,465,873,476
128,E,880,459,892,475
129,Rea,900,459,937,476
130,Di,562,480,585,495
131,fi,592,478,611,497
132,atroci,610,480,661,496
133,delitti,666,479,720,496
134,Reita,561,501,612,517
135,impune,617,502,685,520
136,finora,692,500,742,517
137,!,749,503,754,517
138,Ne,563,522,590,539
139,dal,597,521,624,537
140,letargo,631,520,696,542
141,tuo,705,526,735,538
142,ti,742,522,754,538
143,defti,759,522,800,539
144,ancora,808,527,868,539
145,?,875,522,880,539
146,Ah,564,542,592,560
147,no.,600,542,631,560
148,Miei,643,541,683,565
149,sdegni,690,543,749,565
150,all'Opra.,761,543,847,567
151,lo,861,542,888,566
152,chiedo,890,542,946,567
153,s'alza.,414,478,477,499
154,Che,136,497,171,514
155,fe,175,497,193,515
156,Antigona,201,498,285,522
157,muore,292,503,352,518
158,Uccifo,132,518,196,538
159,dal,203,520,229,536
160,dolore,236,519,295,539
161,Sara,134,543,174,560
162,il,182,543,192,558
163,tuo,199,546,228,557
164,figlio,231,541,282,565
165,ancora.,284,542,358,566
166,In,366,543,386,560
167,ugual,392,544,443,567
168,forte,450,545,493,565
169,"Padre,",134,563,201,583
170,le,206,564,221,579
171,Fiere,228,562,275,582
172,iftefle,283,565,334,583
173,Moiono,136,582,208,605
174,di,211,583,231,606
175,"dolor,",235,586,293,605
176,reftano,304,587,368,604
177,oppreffe.,375,587,463,609
178,Deh,178,607,216,626
179,fe,221,606,237,627
180,mi,243,606,267,628
181,brami,274,609,325,626
182,in,333,610,349,626
183,"Vita,",357,610,409,628
184,Mio,200,626,236,651
185,Genitor,247,627,317,651
186,pietà.,323,630,378,653
187,Pietà,199,651,246,669
188,per,255,656,284,671
189,l'Idol,292,650,342,670
190,"mio,",349,654,394,670
191,Che,195,673,234,689
192,fe,240,670,256,691
193,"l'uccidi,",262,670,358,693
194,ch,360,671,373,692
195,Diol,378,671,421,692
196,D'affanno,198,693,289,712
197,anch'io,296,696,358,715
198,morrò.,365,696,431,715
199,a,631,570,640,581
200,Voi,649,565,682,581
201,"Furore,",563,586,627,605
202,e,644,584,654,607
203,Crudeltå.,664,584,754,609
204,"Cada,",758,588,814,608
205,perifca,820,587,886,611
206,Col,563,608,596,625
207,piu,602,608,629,629
208,barbaro,637,608,706,625
209,fcempio.,713,608,795,631
210,Orrida,807,608,869,629
211,fia,876,610,898,628
212,A,576,627,587,650
213,tal,587,627,608,646
214,fegno,615,629,664,652
215,la,669,630,684,652
216,"ftrage,",687,630,754,654
217,Che,562,650,597,668
218,appaja,603,649,662,672
219,all'altrui,669,650,745,673
220,ciglio,754,652,804,673
221,Di,561,672,585,690
222,quel,591,669,629,697
223,perfido,635,671,701,698
224,fangue,703,670,770,698
225,il,772,671,793,698
226,fuol,795,674,829,692
227,Vermiglio.,837,674,946,699
228,Saro,598,691,645,712
229,qual'è,651,695,704,716
230,il,710,695,720,710
231,"Torrente,",729,692,824,717
232,Che,626,712,661,735
233,le,668,716,683,737
234,Campagne,690,715,786,740
235,"inonda,",792,716,862,742
236,Gonfio,627,735,688,756
237,d'umore,695,735,772,758
238,algente,779,740,845,762
239,L'intere,627,758,702,779
240,Selve,710,760,758,778
241,affonda,763,759,830,781
242,Son,174,739,207,757
243,"io,",217,740,244,758
244,che,254,739,283,756
245,chiedo,291,737,350,760
246,aita...,352,738,422,760
247,(Må,195,761,238,781
248,altrove,244,762,309,782
249,volgeil,316,763,381,785
250,Ciglio,388,762,445,784
251,Ah,481,782,510,800
252,Tutto,869,785,924,803
