,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
263,poiio.,693,619,749,641
264,Coltretto,625,635,699,658
265,dall',705,639,749,660
266,orror...,751,645,830,659
267,Aut.,598,655,640,681
268,Principe,649,658,727,683
269,!O,735,661,763,685
270,parti.,771,662,831,687
271,Se,609,678,636,702
272,mai,637,680,669,698
273,paventi;o,676,679,774,705
274,fe,781,684,795,700
275,reftar,802,681,852,706
276,qui,858,683,888,707
277,"vuoi,",892,686,943,708
278,Non,609,701,647,719
279,turbar,655,700,711,720
280,l'opra,719,705,771,727
281,"mia,",779,706,822,727
282,Che,607,723,643,741
283,del,649,724,675,742
284,Cieloé,682,724,746,744
285,voler,754,727,800,744
286,Creon.,585,744,643,764
287,L'afcolti,657,743,734,770
288,?,741,746,750,769
289,Or,754,749,780,767
290,fiegui,787,748,838,773
291,Il,602,766,633,791
292,configlio,635,766,707,793
293,fedele.,710,769,777,790
294,piano,350,678,405,700
295,tra,410,676,445,700
296,di,447,676,466,700
297,loro.,470,678,514,695
298,(Sem-,460,787,513,804
299,Ast,948,795,992,818
