,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,66,120,67,144,85
1,Ant.,128,88,176,112
2,"Si,",180,90,206,110
3,co',212,92,238,109
4,fuọi,244,91,279,108
5,rimorfi,286,92,348,111
6,"Lafcia,",145,108,210,136
7,che,216,113,246,131
8,fi,253,113,262,136
9,configli.,268,112,346,139
10,Indi,354,114,390,140
11,pentito,398,118,463,143
12,Goda,142,129,195,155
13,in,202,133,217,153
14,"veder,",225,134,276,155
15,che,283,134,322,157
16,"regni,",330,138,387,161
17,Chi,143,155,175,179
18,fpogliata,181,154,259,179
19,da,265,156,287,179
20,lui,294,159,316,176
21,fù,324,159,341,176
22,un,347,158,369,177
23,di,374,158,390,178
24,del,396,162,423,179
25,Trono;,430,163,501,183
26,Ed,144,178,169,197
27,il,173,176,191,201
28,frutto,194,176,245,202
29,io,253,181,270,199
30,vedrò,276,179,327,199
31,del,330,182,360,200
32,mio,366,183,401,201
33,perdono.,407,183,496,209
34,ATTO,218,69,309,88
35,TERZO.,325,71,438,93
36,ad,438,94,459,120
37,Eurif,467,93,526,121
38,CORO.,290,228,373,249
39,O,233,266,248,290
40,"Grande,",250,266,315,292
41,o,315,277,327,289
42,Generofa,333,270,418,293
43,Di,228,291,251,313
44,Cadmo,264,290,321,314
45,eccelfa,324,291,385,316
46,"Prole,",394,293,454,315
47,Sfavilla,228,312,293,332
48,più,301,314,327,336
49,del,333,315,360,333
50,Sole,369,316,405,335
51,Oggi,236,333,278,358
52,la,281,335,295,359
53,tua,298,335,328,360
54,pietà.,335,335,395,362
55,Vivi,211,353,251,377
56,"felice,",254,355,317,380
57,e,322,363,330,374
58,regna,338,362,389,382
59,Che,226,377,262,396
60,ten,270,384,297,397
61,rendelti,303,378,372,402
62,degna,378,379,433,403
63,Onor,225,400,274,418
64,di,281,402,299,420
65,noftra,307,400,358,422
66,etd.,369,400,405,422
67,O,367,422,378,444
68,Grande,380,422,424,445
69,&c.,431,423,463,443
70,IL,232,583,279,613
71,FINE.,288,588,395,610
72,R5730,415,828,511,865
